z6-14348,,Port1,Port1,Port2,Port2,Port3,Port3,Port4,Port4,Port5,Port5,Port6,Port7,Port7,Port8,Port8, 
# Records: 769,,TEROS 11 Moisture/Temp,TEROS 11 Moisture/Temp,TEROS 11 Moisture/Temp,TEROS 11 Moisture/Temp,SO-411 Soil Oxygen Concentration,SO-411 Soil Oxygen Concentration,SO-411 Soil Oxygen Concentration,SO-411 Soil Oxygen Concentration,SO-411 Soil Oxygen Concentration,SO-411 Soil Oxygen Concentration,Unrecognized Sensor,Battery,Battery,Barometer,Barometer, 
Timestamps,Device RID,raw  Water Content,raw  Soil Temperature,raw  Water Content,raw  Soil Temperature,raw  Oxygen Concentration,raw  Internal Temperature,raw  Oxygen Concentration,raw  Internal Temperature,raw  Oxygen Concentration,raw  Internal Temperature,raw  Sensor Output,raw  Battery Percent,raw  Battery Voltage,raw  Reference Pressure,raw  Logger Temperature,UTC Offset
05/13/2023 07:30:00 PM,23490,27757,7007,65534,65534,981,7073,65534,65534,65534,65534,12742,2100,8407,10127,6800,UTC-04:00
05/13/2023 07:45:00 PM,23491,27754,6990,65534,65534,982,7048,65534,65534,65534,65534,12741,2100,8402,10133,6733,UTC-04:00
05/13/2023 08:00:00 PM,23492,27750,6972,65534,65534,984,7021,65534,65534,65534,65534,12705,2100,8393,10137,6664,UTC-04:00
05/13/2023 08:15:00 PM,23493,27739,6953,65534,65534,987,6997,65534,65534,65534,65534,12714,2100,8387,10140,6593,UTC-04:00
05/13/2023 08:30:00 PM,23494,27729,6933,65534,65534,989,6969,65534,65534,65534,65534,12736,2100,8381,10141,6536,UTC-04:00
05/13/2023 08:45:00 PM,23495,27721,6913,65534,65534,991,6942,65534,65534,65534,65534,12699,2100,8375,10142,6508,UTC-04:00
05/13/2023 09:00:00 PM,23496,27708,6893,65534,65534,994,6919,65534,65534,65534,65534,12695,2100,8371,10144,6469,UTC-04:00
05/13/2023 09:15:00 PM,23497,27706,6871,65534,65534,999,6893,65534,65534,65534,65534,12703,2100,8365,10148,6417,UTC-04:00
05/13/2023 09:30:00 PM,23498,27693,6850,65534,65534,1005,6868,65534,65534,65534,65534,12697,2100,8361,10154,6364,UTC-04:00
05/13/2023 09:45:00 PM,23499,27689,6832,65534,65534,1010,6845,65534,65534,65534,65534,12708,2100,8355,10158,6309,UTC-04:00
05/13/2023 10:00:00 PM,23500,27678,6813,65534,65534,1015,6821,65534,65534,65534,65534,12691,2100,8349,10158,6250,UTC-04:00
05/13/2023 10:15:00 PM,23501,27670,6795,65534,65534,1021,6800,65534,65534,65534,65534,12718,2100,8346,10160,6209,UTC-04:00
05/13/2023 10:30:00 PM,23502,27659,6775,65534,65534,1026,6779,65534,65534,65534,65534,12666,2100,8337,10164,6171,UTC-04:00
05/13/2023 10:45:00 PM,23503,27653,6757,65534,65534,1033,6757,65534,65534,65534,65534,12652,2100,8334,10165,6098,UTC-04:00
05/13/2023 11:00:00 PM,23504,27639,6739,65534,65534,1040,6737,65534,65534,65534,65534,12636,2100,8330,10167,6065,UTC-04:00
05/13/2023 11:15:00 PM,23505,27632,6720,65534,65534,1046,6717,65534,65534,1994,6564,12601,2100,8324,10170,6039,UTC-04:00
05/13/2023 11:30:00 PM,23506,27633,6703,65534,65534,1053,6697,65534,65534,1997,6549,12605,2100,8327,10170,5983,UTC-04:00
05/13/2023 11:45:00 PM,23507,27620,6686,65534,65534,1060,6677,65534,65534,2000,6530,12627,2100,8324,10173,5969,UTC-04:00
05/14/2023 12:00:00 AM,23508,27613,6669,65534,65534,1067,6659,65534,65534,2003,6508,12560,2100,8324,10173,5946,UTC-04:00
05/14/2023 12:15:00 AM,23510,27605,6654,65534,65534,1073,6640,65534,65534,2007,6491,12574,2100,8282,10175,5953,UTC-04:00
05/14/2023 12:30:00 AM,23511,27599,6637,65534,65534,1080,6623,65534,65534,2012,6469,12567,2100,8297,10177,5926,UTC-04:00
05/14/2023 12:45:00 AM,23512,27592,6622,65534,65534,1087,6605,65534,65534,2014,6451,12569,2100,8296,10177,5860,UTC-04:00
05/14/2023 01:00:00 AM,23513,27590,6606,65534,65534,1095,6587,65534,65534,65534,65534,12513,2100,8297,10178,5804,UTC-04:00
05/14/2023 01:15:00 AM,23514,27584,6590,65534,65534,1103,6569,65534,65534,65534,65534,12552,2100,8292,10179,5722,UTC-04:00
05/14/2023 01:30:00 AM,23515,27587,6574,65534,65534,1110,6553,65534,65534,65534,65534,12560,2100,8289,10178,5711,UTC-04:00
05/14/2023 01:45:00 AM,23516,27582,6558,65534,65534,1116,6535,65534,65534,65534,65534,12587,2100,8282,10179,5747,UTC-04:00
05/14/2023 02:00:00 AM,23517,27579,6544,65534,65534,1122,6519,65534,65534,65534,65534,12593,2100,8285,10180,5755,UTC-04:00
05/14/2023 02:15:00 AM,23518,27573,6529,65534,65534,1129,6503,65534,65534,65534,65534,12557,2100,8281,10180,5738,UTC-04:00
05/14/2023 02:30:00 AM,23519,27568,6517,65534,65534,1134,6487,65534,65534,65534,65534,12579,2100,8271,10180,5733,UTC-04:00
05/14/2023 02:45:00 AM,23520,27565,6503,65534,65534,1139,6471,65534,65534,65534,65534,12535,2100,8270,10182,5729,UTC-04:00
05/14/2023 03:00:00 AM,23521,27564,6488,65534,65534,1145,6455,65534,65534,65534,65534,12543,2100,8267,10184,5679,UTC-04:00
05/14/2023 03:15:00 AM,23522,27558,6475,65534,65534,1156,6440,65534,65534,65534,65534,12555,2100,8263,10185,5628,UTC-04:00
05/14/2023 03:30:00 AM,23523,27559,6461,65534,65534,1168,6426,65534,65534,65534,65534,12545,2100,8259,10186,5600,UTC-04:00
05/14/2023 03:45:00 AM,23524,27555,6445,65534,65534,1178,6411,65534,65534,65534,65534,12513,2100,8257,10186,5580,UTC-04:00
05/14/2023 04:00:00 AM,23525,27551,6433,65534,65534,1189,6394,65534,65534,65534,65534,12559,2100,8251,10187,5513,UTC-04:00
05/14/2023 04:15:00 AM,23526,27547,6419,65534,65534,1199,6381,65534,65534,65534,65534,12542,2100,8250,10187,5514,UTC-04:00
05/14/2023 04:30:00 AM,23527,27543,6405,65534,65534,1209,6366,65534,65534,65534,65534,12537,2100,8245,10188,5462,UTC-04:00
05/14/2023 04:45:00 AM,23528,27541,6393,65534,65534,1220,6353,65534,65534,65534,65534,12559,2100,8241,10189,5402,UTC-04:00
05/14/2023 05:00:00 AM,23529,27537,6380,65534,65534,1230,6338,65534,65534,2054,6186,12522,2100,8240,10190,5364,UTC-04:00
05/14/2023 05:15:00 AM,23530,27534,6367,65534,65534,1239,6323,65534,65534,2057,6171,12560,2100,8244,10191,5380,UTC-04:00
05/14/2023 05:30:00 AM,23531,27535,6355,65534,65534,1250,6311,65534,65534,2060,6157,12523,2100,8241,10192,5297,UTC-04:00
05/14/2023 05:45:00 AM,23532,27525,6343,65534,65534,1262,6297,65534,65534,2063,6143,12524,2100,8237,10193,5249,UTC-04:00
05/14/2023 06:00:00 AM,23533,27527,6330,65534,65534,1273,6283,65534,65534,2064,6129,12527,2100,8238,10194,5221,UTC-04:00
05/14/2023 06:15:00 AM,23534,27526,6317,65534,65534,1284,6270,65534,65534,2063,6120,12524,2100,8235,10195,5239,UTC-04:00
05/14/2023 06:30:00 AM,23535,27522,6305,65534,65534,1295,6258,65534,65534,2061,6115,12587,2100,8238,10196,5283,UTC-04:00
05/14/2023 06:45:00 AM,23536,27522,6294,65534,65534,1305,6248,65534,65534,2056,6115,12541,2100,8237,10198,5371,UTC-04:00
05/14/2023 07:00:00 AM,23537,27522,6283,65534,65534,1314,6236,65534,65534,2051,6123,12554,2100,8241,10200,5524,UTC-04:00
05/14/2023 07:15:00 AM,23538,27517,6274,65534,65534,1322,6233,65534,65534,2045,6132,12523,2100,8241,10200,5631,UTC-04:00
05/14/2023 07:30:00 AM,23539,27515,6267,65534,65534,1329,6232,65534,65534,2040,6145,12546,2100,8251,10201,5725,UTC-04:00
05/14/2023 07:45:00 AM,23540,27513,6260,65534,65534,1334,6232,65534,65534,65534,65534,12532,2100,8258,10202,5868,UTC-04:00
05/14/2023 08:00:00 AM,23541,27510,6254,65534,65534,1335,6231,65534,65534,65534,65534,12535,2100,8264,10203,5921,UTC-04:00
05/14/2023 08:15:00 AM,23542,27516,6250,65534,65534,1334,6233,65534,65534,65534,65534,12567,2100,8283,10203,5987,UTC-04:00
05/14/2023 08:30:00 AM,23543,27534,6250,65534,65534,1332,6233,65534,65534,65534,65534,12597,2100,8301,10204,6051,UTC-04:00
05/14/2023 08:45:00 AM,23544,27519,6250,65534,65534,1330,6240,65534,65534,65534,65534,12598,2100,8320,10204,6105,UTC-04:00
05/14/2023 09:00:00 AM,23545,27516,6250,65534,65534,1323,6246,65534,65534,65534,65534,12586,2100,8341,10204,6144,UTC-04:00
05/14/2023 09:15:00 AM,23546,27507,6250,65534,65534,1316,6250,65534,65534,65534,65534,12568,2100,8367,10204,6178,UTC-04:00
05/14/2023 09:30:00 AM,23547,27504,6250,65534,65534,1311,6259,65534,65534,65534,65534,12625,2100,8390,10205,6216,UTC-04:00
05/14/2023 09:45:00 AM,23548,27505,6255,65534,65534,1305,6270,65534,65534,65534,65534,12596,2100,8416,10205,6234,UTC-04:00
05/14/2023 10:00:00 AM,23549,27515,6260,65534,65534,1302,6281,65534,65534,65534,65534,12641,2100,8442,10205,6262,UTC-04:00
05/14/2023 10:15:00 AM,23550,27510,6270,65534,65534,1300,6294,65534,65534,1964,6362,12605,2100,8470,10204,6287,UTC-04:00
05/14/2023 10:30:00 AM,23551,27504,6279,65534,65534,1296,6310,65534,65534,1966,6386,12631,2100,8503,10202,6324,UTC-04:00
05/14/2023 10:45:00 AM,23552,27499,6292,65534,65534,1294,6325,65534,65534,1956,6429,12645,2100,8531,10200,6356,UTC-04:00
05/14/2023 11:00:00 AM,23553,27499,6305,65534,65534,1292,6346,65534,65534,1932,6482,12690,2100,8554,10201,6401,UTC-04:00
05/14/2023 11:15:00 AM,23554,27496,6320,65534,65534,1289,6369,65534,65534,1911,6539,12698,2100,8555,10199,6425,UTC-04:00
05/14/2023 11:30:00 AM,23555,27494,6339,65534,65534,1284,6392,65534,65534,1898,6599,12654,2100,8542,10197,6433,UTC-04:00
05/14/2023 11:45:00 AM,23556,27492,6359,65534,65534,1280,6416,65534,65534,1890,6661,12720,2100,8529,10196,6409,UTC-04:00
05/14/2023 12:00:00 PM,23557,27491,6380,65534,65534,1276,6444,65534,65534,1874,6721,12690,2100,8523,10195,6391,UTC-04:00
05/14/2023 12:15:00 PM,23558,27491,6402,65534,65534,1271,6471,65534,65534,1864,6775,12628,2100,8518,10195,6390,UTC-04:00
05/14/2023 12:30:00 PM,23559,27492,6428,65534,65534,1268,6497,65534,65534,1853,6831,12700,2100,8514,10193,6399,UTC-04:00
05/14/2023 12:45:00 PM,23560,27489,6452,65534,65534,1263,6525,65534,65534,1843,6889,12725,2100,8507,10192,6411,UTC-04:00
05/14/2023 01:00:00 PM,23561,27489,6479,65534,65534,1258,6553,65534,65534,1848,6938,12694,2100,8506,10191,6427,UTC-04:00
05/14/2023 01:15:00 PM,23562,27489,6504,65534,65534,1253,6577,65534,65534,1837,6981,12691,2100,8501,10189,6443,UTC-04:00
05/14/2023 01:30:00 PM,23563,27488,6529,65534,65534,1248,6603,65534,65534,1829,7023,12745,2100,8520,10186,6488,UTC-04:00
05/14/2023 01:45:00 PM,23564,27485,6554,65534,65534,1243,6629,65534,65534,1825,7050,12680,2100,8554,10185,6540,UTC-04:00
05/14/2023 02:00:00 PM,23565,27486,6579,65534,65534,1241,6652,65534,65534,65534,65534,12725,2100,8579,10183,6615,UTC-04:00
05/14/2023 02:15:00 PM,23566,27487,6605,65534,65534,1237,6675,65534,65534,65534,65534,12721,2100,8594,10183,6664,UTC-04:00
05/14/2023 02:30:00 PM,23567,27485,6629,65534,65534,1233,6697,65534,65534,65534,65534,12684,2100,8610,10183,6689,UTC-04:00
05/14/2023 02:45:00 PM,23568,27485,6651,65534,65534,1229,6718,65534,65534,65534,65534,12711,2100,8618,10182,6708,UTC-04:00
05/14/2023 03:00:00 PM,23569,27485,6673,65534,65534,1226,6737,65534,65534,65534,65534,12727,2100,8624,10181,6717,UTC-04:00
05/14/2023 03:15:00 PM,23570,27488,6694,65534,65534,1224,6754,65534,65534,65534,65534,12705,2100,8627,10179,6724,UTC-04:00
05/14/2023 03:30:00 PM,23571,27489,6713,65534,65534,1223,6769,65534,65534,65534,65534,12711,2100,8629,10177,6745,UTC-04:00
05/14/2023 03:45:00 PM,23572,27487,6730,65534,65534,1222,6781,65534,65534,65534,65534,12707,2100,8627,10175,6747,UTC-04:00
05/14/2023 04:00:00 PM,23573,27486,6747,65534,65534,1221,6793,65534,65534,65534,65534,12711,2100,8626,10174,6759,UTC-04:00
05/14/2023 04:15:00 PM,23574,27486,6761,65534,65534,1220,6805,65534,65534,65534,65534,12707,2100,8615,10174,6771,UTC-04:00
05/14/2023 04:30:00 PM,23575,27486,6773,65534,65534,1219,6812,65534,65534,65534,65534,12699,2100,8609,10174,6774,UTC-04:00
05/14/2023 04:45:00 PM,23576,27484,6783,65534,65534,1219,6820,65534,65534,65534,65534,12714,2100,8600,10174,6777,UTC-04:00
05/14/2023 05:00:00 PM,23577,27485,6791,65534,65534,1218,6822,65534,65534,65534,65534,12705,2100,8591,10174,6768,UTC-04:00
05/14/2023 05:15:00 PM,23578,27485,6800,65534,65534,1215,6827,65534,65534,65534,65534,12679,2100,8580,10175,6759,UTC-04:00
05/14/2023 05:30:00 PM,23579,27482,6800,65534,65534,1213,6828,65534,65534,65534,65534,12671,2100,8566,10175,6748,UTC-04:00
05/14/2023 05:45:00 PM,23580,27480,6805,65534,65534,1212,6825,65534,65534,65534,65534,12721,2100,8559,10175,6744,UTC-04:00
05/14/2023 06:00:00 PM,23581,27478,6809,65534,65534,1212,6821,65534,65534,65534,65534,12687,2100,8549,10176,6726,UTC-04:00
05/14/2023 06:15:00 PM,23582,27477,6800,65534,65534,1211,6818,65534,65534,65534,65534,12725,2100,8540,10176,6709,UTC-04:00
05/14/2023 06:30:00 PM,23583,27471,6800,65534,65534,1211,6814,65534,65534,65534,65534,12727,2100,8529,10176,6683,UTC-04:00
05/14/2023 06:45:00 PM,23584,27463,6794,65534,65534,1212,6805,65534,65534,65534,65534,12765,2100,8525,10176,6658,UTC-04:00
05/14/2023 07:00:00 PM,23585,27457,6787,65534,65534,1215,6793,65534,65534,65534,65534,12762,2100,8517,10178,6622,UTC-04:00
05/14/2023 07:15:00 PM,23586,27458,6776,65534,65534,1221,6781,65534,65534,65534,65534,12717,2100,8509,10180,6580,UTC-04:00
05/14/2023 07:30:00 PM,23587,27455,6765,65534,65534,1233,6764,65534,65534,65534,65534,12714,2100,8502,10181,6537,UTC-04:00
05/14/2023 07:45:00 PM,23588,27449,6753,65534,65534,1245,6748,65534,65534,65534,65534,12694,2100,8498,10183,6475,UTC-04:00
05/14/2023 08:00:00 PM,23589,27445,6736,65534,65534,1257,6731,65534,65534,65534,65534,12722,2100,8493,10185,6401,UTC-04:00
05/14/2023 08:15:00 PM,23590,27444,6722,65534,65534,1270,6711,65534,65534,1987,6651,12692,2100,8485,10186,6274,UTC-04:00
05/14/2023 08:30:00 PM,23591,27438,6706,65534,65534,1282,6695,65534,65534,1994,6628,12634,2100,8481,10186,6112,UTC-04:00
05/14/2023 08:45:00 PM,23592,27438,6692,65534,65534,1295,6675,65534,65534,2001,6595,12589,2100,8482,10187,5985,UTC-04:00
05/14/2023 09:00:00 PM,23593,27431,6676,65534,65534,1307,6657,65534,65534,2006,6572,12561,2100,8472,10188,5856,UTC-04:00
05/14/2023 09:15:00 PM,23594,27427,6661,65534,65534,1319,6638,65534,65534,65534,65534,12551,2100,8472,10189,5742,UTC-04:00
05/14/2023 09:30:00 PM,23595,27424,6645,65534,65534,1330,6618,65534,65534,65534,65534,12541,2100,8469,10189,5652,UTC-04:00
05/14/2023 09:45:00 PM,23596,27424,6627,65534,65534,1341,6599,65534,65534,65534,65534,12545,2100,8461,10190,5579,UTC-04:00
05/14/2023 10:00:00 PM,23597,27420,6611,65534,65534,1352,6578,65534,65534,65534,65534,12530,2100,8461,10190,5507,UTC-04:00
05/14/2023 10:15:00 PM,23598,27417,6595,65534,65534,1363,6559,65534,65534,65534,65534,12553,2100,8457,10190,5452,UTC-04:00
05/14/2023 10:30:00 PM,23599,27412,6576,65534,65534,1374,6540,65534,65534,65534,65534,12566,2100,8456,10190,5406,UTC-04:00
05/14/2023 10:45:00 PM,23600,27413,6560,65534,65534,1385,6521,65534,65534,65534,65534,12538,2100,8454,10189,5381,UTC-04:00
05/14/2023 11:00:00 PM,23601,27408,6544,65534,65534,1395,6501,65534,65534,65534,65534,12539,2100,8450,10189,5335,UTC-04:00
05/14/2023 11:15:00 PM,23602,27407,6526,65534,65534,1404,6484,65534,65534,65534,65534,12556,2100,8450,10190,5301,UTC-04:00
05/14/2023 11:30:00 PM,23603,27405,6513,65534,65534,1414,6464,65534,65534,65534,65534,12549,2100,8448,10189,5269,UTC-04:00
05/14/2023 11:45:00 PM,23604,27402,6496,65534,65534,1423,6447,65534,65534,65534,65534,12534,2100,8447,10188,5264,UTC-04:00
05/15/2023 12:00:00 AM,23605,27398,6481,65534,65534,1433,6429,65534,65534,65534,65534,12542,2100,8444,10188,5256,UTC-04:00
05/15/2023 12:15:00 AM,23607,27394,6465,65534,65534,1443,6411,65534,65534,65534,65534,12557,2100,8405,10188,5251,UTC-04:00
05/15/2023 12:30:00 AM,23608,27395,6448,65534,65534,1453,6395,65534,65534,65534,65534,12517,2100,8422,10188,5238,UTC-04:00
05/15/2023 12:45:00 AM,23609,27389,6433,65534,65534,1462,6380,65534,65534,65534,65534,12528,2100,8417,10187,5215,UTC-04:00
05/15/2023 01:00:00 AM,23610,27387,6417,65534,65534,1472,6362,65534,65534,65534,65534,12521,2100,8418,10187,5208,UTC-04:00
05/15/2023 01:15:00 AM,23611,27382,6403,65534,65534,1482,6348,65534,65534,65534,65534,12538,2100,8418,10187,5206,UTC-04:00
05/15/2023 01:30:00 AM,23612,27383,6387,65534,65534,1492,6331,65534,65534,65534,65534,12531,2100,8419,10187,5215,UTC-04:00
05/15/2023 01:45:00 AM,23613,27377,6374,65534,65534,1502,6316,65534,65534,65534,65534,12498,2100,8421,10186,5204,UTC-04:00
05/15/2023 02:00:00 AM,23614,27376,6360,65534,65534,1512,6302,65534,65534,2072,6149,12516,2100,8418,10186,5169,UTC-04:00
05/15/2023 02:15:00 AM,23615,27375,6346,65534,65534,1521,6287,65534,65534,65534,65534,12529,2100,8415,10185,5146,UTC-04:00
05/15/2023 02:30:00 AM,23616,27367,6333,65534,65534,1531,6273,65534,65534,65534,65534,12520,2100,8416,10185,5137,UTC-04:00
05/15/2023 02:45:00 AM,23617,27372,6317,65534,65534,1542,6257,65534,65534,65534,65534,12554,2100,8414,10186,5129,UTC-04:00
05/15/2023 03:00:00 AM,23618,27368,6305,65534,65534,1552,6245,65534,65534,65534,65534,12509,2100,8412,10186,5087,UTC-04:00
05/15/2023 03:15:00 AM,23619,27373,6293,65534,65534,1561,6230,65534,65534,65534,65534,12492,2100,8414,10184,5063,UTC-04:00
05/15/2023 03:30:00 AM,23620,27376,6278,65534,65534,1571,6216,65534,65534,65534,65534,12508,2100,8412,10184,5064,UTC-04:00
05/15/2023 03:45:00 AM,23621,27371,6266,65534,65534,1581,6203,65534,65534,65534,65534,12501,2100,8408,10184,5061,UTC-04:00
05/15/2023 04:00:00 AM,23622,27366,6255,65534,65534,1591,6192,65534,65534,65534,65534,12528,2100,8409,10184,5044,UTC-04:00
05/15/2023 04:15:00 AM,23623,27364,6243,65534,65534,1600,6178,65534,65534,65534,65534,12545,2100,8407,10183,5024,UTC-04:00
05/15/2023 04:30:00 AM,23624,27368,6229,65534,65534,1609,6166,65534,65534,65534,65534,12529,2100,8406,10181,5013,UTC-04:00
05/15/2023 04:45:00 AM,23625,27370,6216,65534,65534,1619,6152,65534,65534,65534,65534,12568,2100,8405,10181,5030,UTC-04:00
05/15/2023 05:00:00 AM,23626,27366,6205,65534,65534,1628,6142,65534,65534,65534,65534,12512,2100,8404,10181,5046,UTC-04:00
05/15/2023 05:15:00 AM,23627,27365,6194,65534,65534,1638,6129,65534,65534,65534,65534,12542,2100,8401,10181,5031,UTC-04:00
05/15/2023 05:30:00 AM,23628,27364,6185,65534,65534,1647,6118,65534,65534,65534,65534,12529,2100,8403,10182,5002,UTC-04:00
05/15/2023 05:45:00 AM,23629,27363,6174,65534,65534,1655,6108,65534,65534,65534,65534,12520,2100,8398,10183,4995,UTC-04:00
05/15/2023 06:00:00 AM,23630,27357,6163,65534,65534,1662,6096,65534,65534,65534,65534,12530,2100,8399,10183,5005,UTC-04:00
05/15/2023 06:15:00 AM,23631,27355,6153,65534,65534,1670,6086,65534,65534,65534,65534,12526,2100,8401,10183,5059,UTC-04:00
05/15/2023 06:30:00 AM,23632,27353,6143,65534,65534,1678,6077,65534,65534,65534,65534,12512,2100,8401,10183,5151,UTC-04:00
05/15/2023 06:45:00 AM,23633,27348,6131,65534,65534,1686,6069,65534,65534,65534,65534,12533,2100,8403,10183,5235,UTC-04:00
05/15/2023 07:00:00 AM,23634,27345,6122,65534,65534,1693,6063,65534,65534,65534,65534,12522,2100,8405,10182,5312,UTC-04:00
05/15/2023 07:15:00 AM,23635,27348,6115,65534,65534,1700,6057,65534,65534,65534,65534,12539,2100,8412,10181,5410,UTC-04:00
05/15/2023 07:30:00 AM,23636,27351,6109,65534,65534,1707,6057,65534,65534,65534,65534,12490,2100,8419,10182,5543,UTC-04:00
05/15/2023 07:45:00 AM,23637,27347,6100,65534,65534,1712,6056,65534,65534,2061,6008,12496,2100,8431,10182,5700,UTC-04:00
05/15/2023 08:00:00 AM,23638,27347,6100,65534,65534,1716,6057,65534,65534,2060,6008,12530,2100,8443,10180,5844,UTC-04:00
05/15/2023 08:15:00 AM,23639,27349,6091,65534,65534,1721,6064,65534,65534,65534,65534,12523,2100,8456,10180,5965,UTC-04:00
05/15/2023 08:30:00 AM,23640,27345,6090,65534,65534,1725,6065,65534,65534,65534,65534,12576,2100,8468,10179,6095,UTC-04:00
05/15/2023 08:45:00 AM,23641,27347,6095,65534,65534,1726,6077,65534,65534,65534,65534,12629,2100,8479,10177,6194,UTC-04:00
05/15/2023 09:00:00 AM,23642,27346,6100,65534,65534,1728,6087,65534,65534,65534,65534,12566,2100,8484,10175,6233,UTC-04:00
05/15/2023 09:15:00 AM,23643,27345,6103,65534,65534,1729,6100,65534,65534,65534,65534,12589,2100,8494,10173,6267,UTC-04:00
05/15/2023 09:30:00 AM,23644,27346,6110,65534,65534,1731,6118,65534,65534,65534,65534,12623,2100,8504,10170,6323,UTC-04:00
05/15/2023 09:45:00 AM,23645,27347,6119,65534,65534,1732,6133,65534,65534,65534,65534,12630,2100,8532,10165,6406,UTC-04:00
05/15/2023 10:00:00 AM,23646,27341,6128,65534,65534,1734,6149,65534,65534,65534,65534,12642,2100,8553,10162,6554,UTC-04:00
05/15/2023 10:15:00 AM,23647,27341,6139,65534,65534,1735,6165,65534,65534,65534,65534,12674,2100,8575,10159,6659,UTC-04:00
05/15/2023 10:30:00 AM,23648,27339,6153,65534,65534,1735,6187,65534,65534,1950,6397,12627,2100,8592,10156,6749,UTC-04:00
05/15/2023 10:45:00 AM,23649,27338,6167,65534,65534,1735,6210,65534,65534,65534,65534,12647,2100,8603,10152,6829,UTC-04:00
05/15/2023 11:00:00 AM,23650,27330,6185,65534,65534,1732,6236,65534,65534,65534,65534,12661,2100,8612,10147,6898,UTC-04:00
05/15/2023 11:15:00 AM,23651,27331,6205,65534,65534,1730,6266,65534,65534,65534,65534,12661,2100,8608,10144,6961,UTC-04:00
05/15/2023 11:30:00 AM,23652,27326,6229,65534,65534,1726,6298,65534,65534,65534,65534,12702,2100,8599,10139,7011,UTC-04:00
05/15/2023 11:45:00 AM,23653,27327,6254,65534,65534,1721,6333,65534,65534,65534,65534,12721,2100,8589,10135,7063,UTC-04:00
05/15/2023 12:00:00 PM,23654,27325,6281,65534,65534,1717,6368,65534,65534,65534,65534,12704,2100,8584,10130,7090,UTC-04:00
05/15/2023 12:15:00 PM,23655,27328,6309,65534,65534,1713,6403,65534,65534,65534,65534,12699,2100,8578,10126,7130,UTC-04:00
05/15/2023 12:30:00 PM,23656,20936,6561,65534,65534,1958,6603,65534,65534,65534,65534,12702,2100,8576,10121,7172,UTC-04:00
05/15/2023 12:45:00 PM,23657,18347,7072,65534,65534,2128,6886,65534,65534,65534,65534,12832,2100,8569,10119,7374,UTC-04:00
05/15/2023 01:00:00 PM,23658,18238,6994,65534,65534,2068,7086,65534,65534,65534,65534,12771,2100,8558,10115,7426,UTC-04:00
05/15/2023 01:15:00 PM,23659,18258,7225,65534,65534,1964,7473,65534,65534,1823,7882,12825,2100,8545,10112,7475,UTC-04:00
05/15/2023 01:30:00 PM,23660,18253,7288,65534,65534,1934,7642,65534,65534,1821,8156,12796,2100,8535,10109,7535,UTC-04:00
05/15/2023 01:45:00 PM,23661,18236,7232,65534,65534,1987,7638,65534,65534,65534,65534,12791,2100,8521,10104,7530,UTC-04:00
05/15/2023 02:00:00 PM,23662,18208,7095,65534,65534,2035,7520,65534,65534,65534,65534,12778,2100,8505,10100,7468,UTC-04:00
05/15/2023 02:15:00 PM,23663,18191,7027,65534,65534,2059,7425,65534,65534,65534,65534,12775,2100,8491,10095,7392,UTC-04:00
05/15/2023 02:30:00 PM,23664,18177,6993,65534,65534,2073,7370,65534,65534,65534,65534,12862,2100,8478,10091,7333,UTC-04:00
05/15/2023 02:45:00 PM,23665,18213,7263,65534,65534,2052,7594,65534,65534,65534,65534,12834,2100,8486,10086,7362,UTC-04:00
05/15/2023 03:00:00 PM,23666,18261,7647,65534,65534,2042,7962,65534,65534,1945,8169,12840,2100,8483,10083,7516,UTC-04:00
05/15/2023 03:15:00 PM,23667,18240,7481,65534,65534,2050,7901,65534,65534,65534,65534,12784,2100,8471,10081,7550,UTC-04:00
05/15/2023 03:30:00 PM,23668,18235,7434,65534,65534,2052,7874,65534,65534,65534,65534,12773,2100,8466,10078,7520,UTC-04:00
05/15/2023 03:45:00 PM,23669,18231,7395,65534,65534,2055,7816,65534,65534,65534,65534,12785,2100,8459,10073,7485,UTC-04:00
05/15/2023 04:00:00 PM,23670,18225,7347,65534,65534,2062,7727,65534,65534,65534,65534,12821,2100,8451,10071,7429,UTC-04:00
05/15/2023 04:15:00 PM,23671,18225,7347,65534,65534,2069,7623,65534,65534,65534,65534,12789,2100,8445,10066,7382,UTC-04:00
05/15/2023 04:30:00 PM,23672,18224,7340,65534,65534,2075,7585,65534,65534,65534,65534,12819,2100,8437,10066,7354,UTC-04:00
05/15/2023 04:45:00 PM,23673,18218,7305,65534,65534,2079,7530,65534,65534,65534,65534,12877,2100,8434,10064,7321,UTC-04:00
05/15/2023 05:00:00 PM,23674,18218,7293,65534,65534,2084,7485,65534,65534,65534,65534,12846,2100,8422,10066,7301,UTC-04:00
05/15/2023 05:15:00 PM,23675,18211,7257,65534,65534,2086,7458,65534,65534,65534,65534,12798,2100,8416,10064,7278,UTC-04:00
05/15/2023 05:30:00 PM,23676,18200,7198,65534,65534,2088,7401,65534,65534,1970,7429,12899,2100,8409,10064,7241,UTC-04:00
05/15/2023 05:45:00 PM,23677,18192,7160,65534,65534,2090,7365,65534,65534,65534,65534,12784,2100,8403,10064,7207,UTC-04:00
05/15/2023 06:00:00 PM,23678,18184,7088,65534,65534,2091,7305,65534,65534,65534,65534,12824,2100,8397,10064,7157,UTC-04:00
05/15/2023 06:15:00 PM,23679,18175,7030,65534,65534,2095,7245,65534,65534,65534,65534,12812,2100,8390,10061,7108,UTC-04:00
