z6-14353,Port1,Port1,Port2,Port2,Port3,Port3,Port4,Port4,Port7,Port7,Port8,Port8
07/20/2022 01:30:00 AM,,,,,,,,,100,8155,99.99,18.7
07/20/2022 01:45:00 AM,,,,,,,,,100,8159,100.0,18.6
07/20/2022 02:00:00 AM,,,,,,,,,100,8158,99.99,18.5
07/20/2022 02:15:00 AM,,,,,,,,,100,8157,99.99,18.5
07/20/2022 02:30:00 AM,,,,,,,,,100,8156,99.99,18.6
07/20/2022 02:45:00 AM,,,,,,,,,100,8156,99.98,18.8
07/20/2022 03:00:00 AM,,,,,,,,,100,8154,99.99,18.9
07/20/2022 03:15:00 AM,,,,,,,,,100,8156,99.99,19.0
07/20/2022 03:30:00 AM,,,,,,,,,100,8153,99.98,18.8
07/20/2022 03:45:00 AM,,,,,,,,,100,8155,99.98,18.8
07/20/2022 04:00:00 AM,,,,,,,,,100,8156,99.97,18.9
07/20/2022 04:15:00 AM,,,,,,,,,100,8155,99.98,19.0
07/20/2022 04:30:00 AM,,,,,,,,,100,8153,99.98,19.0
07/20/2022 04:45:00 AM,,,,,,,,,100,8154,99.98,18.9
07/20/2022 05:00:00 AM,,,,,,,,,100,8151,99.98,18.8
07/20/2022 05:15:00 AM,,,,,,,,,100,8149,99.99,18.6
07/20/2022 05:30:00 AM,,,,,,,,,100,8150,100.01,18.4
07/20/2022 05:45:00 AM,,,,,,,,,100,8150,100.02,18.3
07/20/2022 06:00:00 AM,,,,,,,,,100,8150,100.03,18.2
07/20/2022 06:15:00 AM,,,,,,,,,100,8148,100.03,18.3
07/20/2022 06:30:00 AM,,,,,,,,,100,8147,100.04,18.6
07/20/2022 06:45:00 AM,,,,,,,,,100,8145,100.05,19.0
07/20/2022 07:00:00 AM,,,,,,,,,100,8146,100.07,19.5
07/20/2022 07:15:00 AM,,,,,,,,,100,8149,100.08,20.0
07/20/2022 07:30:00 AM,,,,,,,,,100,8150,100.07,20.5
07/20/2022 07:45:00 AM,,,,,,,,,100,8147,100.06,21.0
07/20/2022 08:00:00 AM,,,,,,,,,100,8146,100.05,21.3
07/20/2022 08:15:00 AM,,,,,,,,,100,8147,100.06,21.8
07/20/2022 08:30:00 AM,,,,,,,,,100,8146,100.07,22.3
07/20/2022 08:45:00 AM,,,,,,,,,100,8148,100.06,22.8
07/20/2022 09:00:00 AM,,,,,,,,,100,8144,100.03,23.4
07/20/2022 09:15:00 AM,,,,,,,,,100,8146,100.04,24.0
07/20/2022 09:30:00 AM,,,,,,,,,100,8146,100.03,24.5
07/20/2022 09:45:00 AM,,,,,,,,,100,8153,100.03,25.1
07/20/2022 10:00:00 AM,,,,,,,,,100,8163,100.01,26.4
07/20/2022 10:15:00 AM,,,,,,,,,100,8175,100.0,28.7
07/20/2022 10:30:00 AM,,,,,,,,,100,8188,99.99,30.8
