z6-14345,Port1,Port1,Port2,Port2,Port7,Port7,Port8,Port8
# Records: 466,TEROS 11 Moisture/Temp,TEROS 11 Moisture/Temp,TEROS 11 Moisture/Temp,TEROS 11 Moisture/Temp,Battery,Battery,Barometer,Barometer
Timestamps, m3/m3 Water Content, degree_C Soil Temperature, m3/m3 Water Content, degree_C Soil Temperature,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, degree_C Logger Temperature
07/19/2022 05:30:00 PM,0.323,26.7,0.326,26.6,100,8260,99.68,32.3
07/19/2022 05:45:00 PM,0.323,26.7,0.325,26.5,100,8258,99.7,31.4
07/19/2022 06:00:00 PM,0.323,26.6,0.325,26.4,100,8256,99.71,31.2
07/19/2022 06:15:00 PM,0.323,26.5,0.326,26.3,100,8251,99.71,31.9
07/19/2022 06:30:00 PM,0.323,26.4,0.325,26.2,100,8245,99.71,31.3
07/19/2022 06:45:00 PM,0.323,26.3,0.325,26.1,100,8244,99.72,30.4
07/19/2022 07:00:00 PM,0.323,26.2,0.325,26.0,100,8237,99.73,29.4
07/19/2022 07:15:00 PM,0.322,26.1,0.325,25.9,100,8233,99.74,28.6
07/19/2022 07:30:00 PM,0.322,26.0,0.325,25.8,100,8231,99.75,27.8
07/19/2022 07:45:00 PM,0.323,25.9,0.325,25.6,100,8229,99.78,27.1
07/19/2022 08:00:00 PM,0.323,25.8,0.325,25.5,100,8226,99.8,26.4
07/19/2022 08:15:00 PM,0.323,25.7,0.325,25.4,100,8223,99.8,25.7
07/19/2022 08:30:00 PM,0.323,25.6,0.325,25.2,100,8222,99.82,25.2
07/19/2022 08:45:00 PM,0.323,25.4,0.325,25.1,100,8219,99.82,24.7
07/19/2022 09:00:00 PM,0.323,25.3,0.325,25.0,100,8218,99.84,23.7
07/19/2022 09:15:00 PM,0.323,25.2,0.325,24.8,100,8214,99.86,22.7
07/19/2022 09:30:00 PM,0.322,25.0,0.325,24.7,100,8212,99.87,21.9
07/19/2022 09:45:00 PM,0.322,24.9,0.325,24.6,100,8213,99.88,21.2
07/19/2022 10:00:00 PM,0.322,24.8,0.325,24.4,100,8210,99.89,20.7
07/19/2022 10:15:00 PM,0.322,24.6,0.325,24.3,100,8205,99.9,20.2
07/19/2022 10:30:00 PM,0.322,24.5,0.325,24.2,100,8208,99.9,19.9
07/19/2022 10:45:00 PM,0.322,24.4,0.325,24.0,100,8206,99.92,19.7
07/19/2022 11:00:00 PM,0.322,24.2,0.325,23.9,100,8204,99.92,19.5
07/19/2022 11:15:00 PM,0.322,24.1,0.325,23.8,100,8202,99.92,19.4
07/19/2022 11:30:00 PM,0.322,24.0,0.325,23.6,100,8203,99.93,19.2
07/19/2022 11:45:00 PM,0.322,23.9,0.325,23.5,100,8203,99.92,19.2
07/20/2022 12:00:00 AM,0.322,23.8,0.325,23.4,100,8199,99.92,19.2
07/20/2022 12:15:00 AM,0.322,23.7,0.325,23.4,100,8197,99.91,19.7
07/20/2022 12:30:00 AM,0.322,23.6,0.326,23.3,100,8198,99.9,19.9
07/20/2022 12:45:00 AM,0.322,23.5,0.325,23.2,100,8197,99.91,19.9
07/20/2022 01:00:00 AM,0.322,23.4,0.325,23.1,100,8194,99.91,19.7
07/20/2022 01:15:00 AM,0.322,23.3,0.325,23.0,100,8195,99.92,19.5
07/20/2022 01:30:00 AM,0.322,23.2,0.325,23.0,100,8195,99.92,19.4
07/20/2022 01:45:00 AM,0.322,23.1,0.326,22.9,100,8193,99.93,19.2
07/20/2022 02:00:00 AM,0.322,23.0,0.326,22.8,100,8192,99.93,19.1
07/20/2022 02:15:00 AM,0.322,23.0,0.326,22.8,100,8191,99.92,19.1
07/20/2022 02:30:00 AM,0.322,22.9,0.325,22.7,100,8192,99.92,19.2
07/20/2022 02:45:00 AM,0.322,22.8,0.326,22.6,100,8191,99.92,19.3
07/20/2022 03:00:00 AM,0.322,22.8,0.326,22.6,100,8190,99.93,19.5
07/20/2022 03:15:00 AM,0.322,22.7,0.326,22.6,100,8191,99.93,19.4
07/20/2022 03:30:00 AM,0.322,22.6,0.326,22.5,100,8187,99.91,19.3
07/20/2022 03:45:00 AM,0.322,22.6,0.326,22.5,100,8188,99.91,19.3
07/20/2022 04:00:00 AM,0.322,22.5,0.326,22.4,100,8187,99.9,19.5
07/20/2022 04:15:00 AM,0.322,22.5,0.326,22.4,100,8187,99.91,19.6
07/20/2022 04:30:00 AM,0.322,22.4,0.326,22.3,100,8185,99.92,19.5
07/20/2022 04:45:00 AM,0.322,22.4,0.326,22.3,100,8184,99.92,19.4
07/20/2022 05:00:00 AM,0.322,22.3,0.326,22.3,100,8184,99.92,19.3
07/20/2022 05:15:00 AM,0.322,22.3,0.326,22.2,100,8185,99.92,19.2
07/20/2022 05:30:00 AM,0.322,22.2,0.326,22.2,100,8184,99.95,19.1
07/20/2022 05:45:00 AM,0.322,22.2,0.326,22.1,100,8182,99.95,19.0
07/20/2022 06:00:00 AM,0.322,22.2,0.326,22.1,100,8183,99.96,19.1
07/20/2022 06:15:00 AM,0.322,22.1,0.326,22.1,100,8182,99.96,19.6
07/20/2022 06:30:00 AM,0.322,22.1,0.326,22.0,100,8181,99.97,20.4
07/20/2022 06:45:00 AM,0.322,22.0,0.326,22.0,100,8179,99.98,21.3
07/20/2022 07:00:00 AM,0.322,22.0,0.326,22.0,100,8178,100.0,22.1
07/20/2022 07:15:00 AM,0.322,22.0,0.326,22.0,100,8179,100.0,22.2
07/20/2022 07:30:00 AM,0.322,22.0,0.326,22.0,100,8181,100.0,23.2
07/20/2022 07:45:00 AM,0.321,22.0,0.326,22.0,100,8181,99.99,24.4
07/20/2022 08:00:00 AM,0.322,22.0,0.326,22.1,100,8183,99.97,25.2
07/20/2022 08:15:00 AM,0.321,22.0,0.326,22.1,100,8188,99.98,26.4
07/20/2022 08:30:00 AM,0.321,22.0,0.326,22.2,100,8192,100.0,27.6
07/20/2022 08:45:00 AM,0.321,22.1,0.326,22.3,100,8200,99.99,28.8
07/20/2022 09:00:00 AM,0.321,22.2,0.326,22.4,100,8204,99.97,29.8
07/20/2022 09:15:00 AM,0.321,22.2,0.326,22.6,100,8213,99.97,30.7
07/20/2022 09:30:00 AM,0.321,22.4,0.326,22.8,100,8219,99.97,31.4
07/20/2022 09:45:00 AM,0.321,22.5,0.326,22.9,100,8230,99.97,32.0
07/20/2022 10:00:00 AM,0.321,22.6,0.326,23.1,100,8238,99.96,32.2
