z6-14354,Port7,Port7,Port8,Port8
# Records: 567,Battery,Battery,Barometer,Barometer
Timestamps,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, degree_C Logger Temperature
07/15/2022 03:15:00 PM,94,7750,101.51,27.5
07/15/2022 03:30:00 PM,97,7776,101.49,29.7
07/15/2022 03:45:00 PM,100,7803,101.47,31.8
07/15/2022 04:00:00 PM,100,7826,101.46,33.7
07/15/2022 04:15:00 PM,100,7847,101.44,35.0
07/15/2022 09:45:00 AM,100,7870,101.43,36.4
07/15/2022 10:00:00 AM,100,7892,101.43,37.6
07/15/2022 01:15:00 PM,100,7908,101.43,38.6
07/15/2022 01:30:00 PM,100,7925,101.42,39.3
07/15/2022 01:45:00 PM,100,7944,101.42,39.2
07/15/2022 02:00:00 PM,100,7959,101.41,39.3
07/15/2022 02:15:00 PM,100,7979,101.4,40.5
07/15/2022 02:30:00 PM,100,7991,101.4,41.5
07/15/2022 02:45:00 PM,100,7998,101.4,41.8
07/15/2022 03:00:00 PM,100,8004,101.4,40.1
07/15/2022 03:15:00 PM,100,8001,101.39,39.2
07/15/2022 03:30:00 PM,100,8001,101.39,36.4
07/15/2022 03:45:00 PM,100,8014,101.39,36.1
07/15/2022 04:00:00 PM,100,8010,101.39,36.6
07/15/2022 04:15:00 PM,100,8008,101.39,34.6
07/15/2022 04:30:00 PM,100,8010,101.37,33.1
07/15/2022 04:45:00 PM,100,8013,101.37,32.4
07/15/2022 05:00:00 PM,100,8017,101.37,32.3
07/15/2022 05:15:00 PM,100,8014,101.38,31.4
07/15/2022 05:30:00 PM,100,8014,101.36,30.2
07/15/2022 05:45:00 PM,100,8023,101.34,30.1
07/15/2022 06:00:00 PM,100,8029,101.35,32.3
07/15/2022 06:15:00 PM,100,8035,101.35,33.4
07/15/2022 06:30:00 PM,100,8036,101.36,33.2
07/15/2022 06:45:00 PM,100,8032,101.35,32.4
07/15/2022 07:00:00 PM,100,8033,101.33,31.5
07/15/2022 07:15:00 PM,100,8033,101.33,30.5
07/15/2022 07:30:00 PM,100,8028,101.34,29.3
07/15/2022 07:45:00 PM,100,8026,101.34,28.0
07/15/2022 08:00:00 PM,100,8024,101.34,26.4
07/15/2022 08:15:00 PM,100,8023,101.34,24.8
07/15/2022 08:30:00 PM,100,8020,101.34,23.2
07/15/2022 08:45:00 PM,100,8019,101.34,21.6
07/15/2022 09:00:00 PM,100,8017,101.34,20.2
07/15/2022 09:15:00 PM,100,8017,101.36,19.1
07/15/2022 09:30:00 PM,100,8014,101.38,18.2
07/15/2022 09:45:00 PM,100,8012,101.39,17.5
07/15/2022 10:00:00 PM,100,8016,101.4,16.9
07/15/2022 10:15:00 PM,100,8012,101.42,16.4
07/15/2022 10:30:00 PM,100,8011,101.43,16.0
07/15/2022 10:45:00 PM,100,8011,101.43,15.7
07/15/2022 11:00:00 PM,100,8010,101.42,15.3
07/15/2022 11:15:00 PM,100,8010,101.42,15.1
07/15/2022 11:30:00 PM,100,8011,101.44,14.9
07/15/2022 11:45:00 PM,100,8010,101.46,14.7
07/16/2022 12:00:00 AM,100,8008,101.46,14.5
07/16/2022 12:15:00 AM,100,7991,101.47,14.7
07/16/2022 12:15:00 AM,100,7995,101.47,14.8
07/16/2022 12:30:00 AM,100,7998,101.46,14.8
07/16/2022 12:45:00 AM,100,8000,101.46,14.9
07/16/2022 01:00:00 AM,100,7999,101.46,14.9
07/16/2022 01:15:00 AM,100,7998,101.46,14.9
07/16/2022 01:30:00 AM,100,8000,101.45,14.9
07/16/2022 01:45:00 AM,100,7996,101.44,14.6
07/16/2022 02:00:00 AM,100,7996,101.44,14.3
07/16/2022 02:15:00 AM,100,7997,101.43,14.0
07/16/2022 02:30:00 AM,100,7997,101.44,13.8
07/16/2022 02:45:00 AM,100,7995,101.45,13.6
07/16/2022 03:00:00 AM,100,7997,101.45,13.4
