z6-14355,Port7,Port7,Port8,Port8
# Records: 566,Battery,Battery,Barometer,Barometer
Timestamps,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, degree_C Logger Temperature
07/19/2022 03:00:00 AM,100,8065,99.59,21.1
07/19/2022 03:15:00 AM,100,8066,99.63,21.1
07/19/2022 03:30:00 AM,100,8064,99.66,21.1
07/19/2022 03:45:00 AM,100,8062,99.67,21.1
07/19/2022 04:00:00 AM,100,8064,99.69,21.0
07/19/2022 04:15:00 AM,100,8064,99.73,20.8
07/19/2022 04:30:00 AM,100,8060,99.75,20.7
07/19/2022 04:45:00 AM,100,8060,99.77,20.5
07/19/2022 05:00:00 AM,100,8059,99.8,20.4
07/19/2022 05:15:00 AM,100,8058,99.83,20.3
07/19/2022 05:30:00 AM,100,8061,99.85,20.1
07/19/2022 05:45:00 AM,100,8056,99.86,19.9
07/19/2022 06:00:00 AM,100,8058,99.87,19.6
07/19/2022 06:15:00 AM,100,8058,99.88,19.3
07/19/2022 06:30:00 AM,100,8051,99.89,19.1
07/19/2022 06:45:00 AM,100,8056,99.9,19.0
07/19/2022 07:00:00 AM,100,8055,99.91,19.0
07/19/2022 07:15:00 AM,100,8056,99.9,19.4
07/19/2022 07:30:00 AM,100,8050,99.9,19.8
07/19/2022 07:45:00 AM,100,8054,99.89,20.1
07/19/2022 08:00:00 AM,100,8053,99.89,20.4
07/19/2022 08:15:00 AM,100,8052,99.86,20.8
07/19/2022 08:30:00 AM,100,8052,99.86,21.2
07/19/2022 08:45:00 AM,100,8047,99.87,21.5
07/19/2022 09:00:00 AM,100,8052,99.87,21.9
07/19/2022 09:15:00 AM,100,8047,99.86,22.2
07/19/2022 09:30:00 AM,100,8050,99.85,22.6
07/19/2022 09:45:00 AM,100,8048,99.85,23.1
07/19/2022 10:00:00 AM,100,8051,99.84,23.5
07/19/2022 10:15:00 AM,100,8048,99.83,23.8
07/19/2022 10:30:00 AM,100,8051,99.81,24.1
07/19/2022 10:45:00 AM,100,8054,99.81,24.1
07/19/2022 11:00:00 AM,100,8055,99.79,23.9
07/19/2022 11:15:00 AM,100,8057,99.8,24.0
07/19/2022 11:30:00 AM,100,8058,99.81,24.6
07/19/2022 11:45:00 AM,100,8077,99.81,25.8
07/19/2022 12:00:00 PM,100,8080,99.82,26.9
07/19/2022 12:15:00 PM,100,8086,99.81,27.3
07/19/2022 12:30:00 PM,100,8096,99.81,28.1
07/19/2022 12:45:00 PM,100,8109,99.82,28.9
07/19/2022 01:00:00 PM,100,8129,99.8,30.7
07/19/2022 01:15:00 PM,100,8142,99.8,32.5
07/19/2022 01:30:00 PM,100,8160,99.8,34.0
07/19/2022 01:45:00 PM,100,8172,99.8,35.6
07/19/2022 02:00:00 PM,100,8178,99.8,36.7
07/19/2022 02:15:00 PM,100,8189,99.8,37.2
07/19/2022 02:30:00 PM,100,8200,99.8,37.8
07/19/2022 02:45:00 PM,100,8194,99.8,38.0
07/19/2022 03:00:00 PM,100,8201,99.8,37.6
07/19/2022 03:15:00 PM,100,8203,99.8,38.0
07/19/2022 03:30:00 PM,100,8211,99.81,38.4
07/19/2022 03:45:00 PM,100,8213,99.8,38.8
07/19/2022 04:00:00 PM,100,8213,99.8,38.7
07/19/2022 04:15:00 PM,100,8214,99.8,38.8
07/19/2022 04:30:00 PM,100,8210,99.81,38.7
07/19/2022 04:45:00 PM,100,8202,99.82,37.4
07/19/2022 05:00:00 PM,100,8203,99.82,36.6
07/19/2022 05:15:00 PM,100,8193,99.8,36.0
07/19/2022 05:30:00 PM,100,8193,99.8,34.4
07/19/2022 05:45:00 PM,100,8186,99.82,33.0
07/19/2022 06:00:00 PM,100,8189,99.83,32.1
07/19/2022 06:15:00 PM,100,8187,99.83,32.4
07/19/2022 06:30:00 PM,100,8181,99.82,31.9
