z6-14348,Port7,Port7,Port8,Port8
07/15/2022 08:15:00 PM,91,7731,101.34,24.7
07/15/2022 08:30:00 PM,91,7732,101.34,23.0
07/15/2022 08:45:00 PM,91,7729,101.35,21.4
07/15/2022 09:00:00 PM,91,7728,101.35,20.0
07/15/2022 09:15:00 PM,91,7728,101.37,18.9
07/15/2022 09:30:00 PM,90,7723,101.39,17.9
07/15/2022 09:45:00 PM,90,7724,101.4,17.2
07/15/2022 10:00:00 PM,91,7725,101.42,16.7
07/15/2022 10:15:00 PM,90,7723,101.44,16.1
07/15/2022 10:30:00 PM,90,7717,101.45,15.7
07/15/2022 10:45:00 PM,90,7721,101.44,15.4
07/15/2022 11:00:00 PM,90,7722,101.44,15.1
07/15/2022 11:15:00 PM,90,7720,101.44,14.8
07/15/2022 11:30:00 PM,90,7722,101.46,14.7
07/15/2022 11:45:00 PM,90,7721,101.47,14.5
07/16/2022 12:00:00 AM,90,7720,101.48,14.3
07/16/2022 12:15:00 AM,90,7718,101.48,14.4
07/16/2022 12:30:00 AM,90,7718,101.48,14.6
07/16/2022 12:45:00 AM,90,7717,101.48,14.7
07/16/2022 01:00:00 AM,90,7721,101.48,14.7
07/16/2022 01:15:00 AM,89,7715,101.47,14.8
07/16/2022 01:30:00 AM,90,7716,101.47,14.8
07/16/2022 01:45:00 AM,90,7718,101.46,14.4
07/16/2022 02:00:00 AM,90,7716,101.46,14.1
07/16/2022 02:15:00 AM,90,7716,101.46,13.8
07/16/2022 02:30:00 AM,90,7716,101.46,13.6
07/16/2022 02:45:00 AM,89,7714,101.47,13.4
07/16/2022 03:00:00 AM,90,7716,101.47,13.3
07/16/2022 03:15:00 AM,90,7716,101.47,13.2
07/16/2022 03:30:00 AM,90,7716,101.47,13.1
07/16/2022 03:45:00 AM,89,7715,101.47,13.0
07/16/2022 04:00:00 AM,89,7714,101.46,12.9
07/16/2022 04:15:00 AM,90,7716,101.45,12.8
07/16/2022 04:30:00 AM,89,7715,101.46,12.7
07/16/2022 04:45:00 AM,89,7713,101.47,12.5
07/16/2022 05:00:00 AM,89,7715,101.46,12.3
07/16/2022 05:15:00 AM,89,7715,101.47,12.2
07/16/2022 05:30:00 AM,89,7711,101.47,12.1
07/16/2022 05:45:00 AM,89,7713,101.47,12.2
07/16/2022 06:00:00 AM,89,7713,101.46,12.3
07/16/2022 06:15:00 AM,89,7714,101.46,12.5
07/16/2022 06:30:00 AM,89,7711,101.45,12.8
07/16/2022 06:45:00 AM,89,7715,101.46,13.1
07/16/2022 07:00:00 AM,89,7713,101.47,13.6
07/16/2022 07:15:00 AM,89,7713,101.46,14.1
07/16/2022 07:30:00 AM,89,7713,101.46,14.8
07/16/2022 07:45:00 AM,89,7712,101.46,15.4
07/16/2022 08:00:00 AM,89,7713,101.44,16.1
07/16/2022 08:15:00 AM,89,7712,101.44,16.8
07/16/2022 08:30:00 AM,89,7710,101.43,17.4
07/16/2022 08:45:00 AM,89,7713,101.41,18.0
07/16/2022 09:00:00 AM,89,7713,101.4,18.8
07/16/2022 09:15:00 AM,89,7714,101.38,19.5
07/16/2022 09:30:00 AM,89,7713,101.36,20.2
07/16/2022 09:45:00 AM,89,7715,101.35,21.0
07/16/2022 10:00:00 AM,90,7716,101.33,21.8
07/16/2022 10:15:00 AM,90,7716,101.32,22.6
07/16/2022 10:30:00 AM,90,7716,101.3,23.7
07/16/2022 10:45:00 AM,90,7716,101.29,25.2
07/16/2022 11:00:00 AM,90,7721,101.27,27.4
07/16/2022 11:15:00 AM,90,7721,101.25,29.5
07/16/2022 11:30:00 AM,90,7722,101.24,31.7
07/16/2022 11:45:00 AM,91,7726,101.23,33.3
07/16/2022 12:00:00 PM,90,7723,101.22,34.0
07/16/2022 12:15:00 PM,91,7730,101.21,34.4
07/16/2022 12:30:00 PM,91,7726,101.19,35.3
07/16/2022 12:45:00 PM,91,7726,101.17,36.0
07/16/2022 01:00:00 PM,91,7726,101.15,35.8
07/16/2022 01:15:00 PM,91,7729,101.13,36.5
07/16/2022 01:30:00 PM,91,7729,101.1,38.0
07/16/2022 01:45:00 PM,91,7732,101.08,39.5
07/16/2022 02:00:00 PM,92,7733,101.06,40.7
07/16/2022 02:15:00 PM,91,7732,101.05,40.1
07/16/2022 02:30:00 PM,91,7732,101.05,38.7
07/16/2022 02:45:00 PM,91,7729,101.05,36.2
07/16/2022 03:00:00 PM,91,7730,101.03,36.3
07/16/2022 03:15:00 PM,91,7729,101.02,37.6
07/16/2022 03:30:00 PM,91,7729,101.0,38.0
07/16/2022 03:45:00 PM,91,7730,100.98,38.3
07/16/2022 04:00:00 PM,91,7729,100.98,36.3
07/16/2022 04:15:00 PM,91,7729,100.97,34.1
07/16/2022 04:30:00 PM,90,7724,100.95,32.7
07/16/2022 04:45:00 PM,91,7725,100.93,31.6
07/16/2022 05:00:00 PM,90,7724,100.92,30.8
07/16/2022 05:15:00 PM,90,7721,100.89,30.5
07/16/2022 05:30:00 PM,90,7723,100.86,32.4
07/16/2022 05:45:00 PM,91,7727,100.83,34.4
07/16/2022 06:00:00 PM,91,7726,100.81,34.2
07/16/2022 06:15:00 PM,91,7727,100.8,33.8
07/16/2022 06:30:00 PM,90,7724,100.8,34.1
07/16/2022 06:45:00 PM,91,7725,100.8,32.9
07/16/2022 07:00:00 PM,90,7723,100.8,32.7
07/16/2022 07:15:00 PM,90,7723,100.81,32.5
07/16/2022 07:30:00 PM,90,7723,100.82,31.5
07/16/2022 07:45:00 PM,90,7719,100.83,29.5
07/16/2022 08:00:00 PM,90,7718,100.83,27.4
07/16/2022 08:15:00 PM,90,7716,100.84,26.0
07/16/2022 08:30:00 PM,81,7644,100.86,24.7
07/16/2022 08:45:00 PM,89,7713,100.87,23.4
07/16/2022 09:00:00 PM,89,7715,100.9,22.5
07/16/2022 09:15:00 PM,89,7711,100.92,21.8
07/16/2022 09:30:00 PM,89,7712,100.94,21.3
07/16/2022 09:45:00 PM,89,7710,100.96,20.8
07/16/2022 10:00:00 PM,89,7709,100.99,20.2
07/16/2022 10:15:00 PM,89,7709,101.01,19.6
07/16/2022 10:30:00 PM,89,7711,101.02,19.1
07/16/2022 10:45:00 PM,89,7708,101.02,18.6
07/16/2022 11:00:00 PM,88,7707,101.02,18.2
07/16/2022 11:15:00 PM,88,7706,101.02,17.8
07/16/2022 11:30:00 PM,88,7707,101.02,17.6
07/16/2022 11:45:00 PM,88,7706,101.02,17.3
07/17/2022 12:00:00 AM,88,7705,101.03,17.2
07/17/2022 12:15:00 AM,88,7702,101.04,17.2
07/17/2022 12:30:00 AM,88,7701,101.04,17.0
07/17/2022 12:45:00 AM,88,7700,101.04,16.8
07/17/2022 01:00:00 AM,88,7701,101.04,16.5
07/17/2022 01:15:00 AM,88,7700,101.05,16.3
07/17/2022 01:30:00 AM,88,7700,101.05,16.1
07/17/2022 01:45:00 AM,88,7702,101.04,15.9
07/17/2022 02:00:00 AM,88,7700,101.03,15.7
07/17/2022 02:15:00 AM,88,7703,101.02,15.5
07/17/2022 02:30:00 AM,88,7701,101.02,15.4
07/17/2022 02:45:00 AM,88,7700,101.03,15.2
07/17/2022 03:00:00 AM,88,7702,101.04,15.1
07/17/2022 03:15:00 AM,88,7702,101.05,15.0
07/17/2022 03:30:00 AM,88,7700,101.04,15.0
07/17/2022 03:45:00 AM,88,7702,101.03,14.8
07/17/2022 04:00:00 AM,88,7704,101.03,14.6
07/17/2022 04:15:00 AM,87,7699,101.03,14.5
07/17/2022 04:30:00 AM,88,7700,101.02,14.3
07/17/2022 04:45:00 AM,87,7698,101.02,14.2
07/17/2022 05:00:00 AM,88,7700,101.02,14.0
07/17/2022 05:15:00 AM,87,7698,101.03,14.0
07/17/2022 05:30:00 AM,87,7697,101.04,13.8
07/17/2022 05:45:00 AM,87,7699,101.04,13.8
07/17/2022 06:00:00 AM,87,7697,101.04,13.7
07/17/2022 06:15:00 AM,88,7700,101.06,13.8
07/17/2022 06:30:00 AM,87,7697,101.07,13.9
07/17/2022 06:45:00 AM,87,7697,101.09,14.2
07/17/2022 07:00:00 AM,87,7698,101.1,14.6
07/17/2022 07:15:00 AM,87,7698,101.1,15.1
07/17/2022 07:30:00 AM,87,7697,101.1,15.8
07/17/2022 07:45:00 AM,87,7698,101.1,16.5
07/17/2022 08:00:00 AM,88,7701,101.1,17.3
07/17/2022 08:15:00 AM,87,7699,101.11,18.1
07/17/2022 08:30:00 AM,88,7700,101.1,18.8
07/17/2022 08:45:00 AM,88,7701,101.09,19.5
07/17/2022 09:00:00 AM,88,7701,101.09,20.1
07/17/2022 09:15:00 AM,88,7700,101.08,20.7
07/17/2022 09:30:00 AM,88,7703,101.07,21.2
07/17/2022 09:45:00 AM,88,7700,101.06,21.9
07/17/2022 10:00:00 AM,88,7704,101.06,22.5
07/17/2022 10:15:00 AM,88,7700,101.05,23.0
07/17/2022 10:30:00 AM,88,7700,101.03,23.9
07/17/2022 10:45:00 AM,88,7704,101.01,25.7
07/17/2022 11:00:00 AM,88,7704,101.0,27.9
07/17/2022 11:15:00 AM,87,7696,100.99,30.5
07/17/2022 11:30:00 AM,89,7711,100.97,32.9
07/17/2022 11:45:00 AM,89,7713,100.97,35.0
07/17/2022 12:00:00 PM,90,7716,100.97,36.5
07/17/2022 12:15:00 PM,90,7716,100.96,37.8
07/17/2022 12:30:00 PM,90,7716,100.94,39.0
07/17/2022 12:45:00 PM,90,7719,100.94,40.1
07/17/2022 01:00:00 PM,90,7721,100.93,40.8
07/17/2022 01:15:00 PM,90,7723,100.92,41.2
07/17/2022 01:30:00 PM,91,7725,100.91,42.1
07/17/2022 01:45:00 PM,91,7725,100.89,42.6
07/17/2022 02:00:00 PM,91,7726,100.89,42.9
07/17/2022 02:15:00 PM,91,7730,100.88,43.0
07/17/2022 02:30:00 PM,91,7729,100.88,43.5
07/17/2022 02:45:00 PM,91,7731,100.87,44.4
07/17/2022 03:00:00 PM,91,7732,100.87,45.1
07/17/2022 03:15:00 PM,91,7732,100.85,45.5
07/17/2022 03:30:00 PM,92,7735,100.85,45.3
07/17/2022 03:45:00 PM,92,7735,100.83,45.6
07/17/2022 04:00:00 PM,92,7736,100.82,45.6
07/17/2022 04:15:00 PM,92,7735,100.81,45.4
07/17/2022 04:30:00 PM,92,7738,100.81,45.2
07/17/2022 04:45:00 PM,92,7735,100.81,44.8
07/17/2022 05:00:00 PM,92,7735,100.81,44.8
07/17/2022 05:15:00 PM,92,7738,100.8,44.7
07/17/2022 05:30:00 PM,92,7738,100.78,44.6
07/17/2022 05:45:00 PM,92,7735,100.77,43.7
07/17/2022 06:00:00 PM,92,7735,100.76,42.2
07/17/2022 06:15:00 PM,92,7735,100.75,40.7
07/17/2022 06:30:00 PM,91,7732,100.74,39.3
07/17/2022 06:45:00 PM,91,7732,100.74,38.1
07/17/2022 07:00:00 PM,91,7732,100.73,37.0
07/17/2022 07:15:00 PM,91,7731,100.74,35.6
07/17/2022 07:30:00 PM,91,7728,100.75,34.2
07/17/2022 07:45:00 PM,91,7726,100.75,32.2
07/17/2022 08:00:00 PM,91,7726,100.75,30.0
07/17/2022 08:15:00 PM,90,7722,100.76,28.2
07/17/2022 08:30:00 PM,90,7723,100.78,26.3
07/17/2022 08:45:00 PM,90,7721,100.79,24.7
07/17/2022 09:00:00 PM,90,7718,100.8,23.3
07/17/2022 09:15:00 PM,90,7717,100.81,22.1
07/17/2022 09:30:00 PM,90,7716,100.83,21.1
07/17/2022 09:45:00 PM,89,7715,100.85,20.3
07/17/2022 10:00:00 PM,90,7716,100.85,19.8
07/17/2022 10:15:00 PM,90,7716,100.86,19.3
07/17/2022 10:30:00 PM,89,7714,100.87,18.8
07/17/2022 10:45:00 PM,89,7712,100.89,18.4
07/17/2022 11:00:00 PM,89,7712,100.89,18.1
07/17/2022 11:15:00 PM,89,7711,100.91,17.8
07/17/2022 11:30:00 PM,89,7711,100.91,17.6
07/17/2022 11:45:00 PM,89,7713,100.92,17.3
07/18/2022 12:00:00 AM,89,7713,100.92,17.0
07/18/2022 12:15:00 AM,89,7709,100.92,16.9
07/18/2022 12:30:00 AM,88,7706,100.92,16.7
07/18/2022 12:45:00 AM,88,7704,100.92,16.5
07/18/2022 01:00:00 AM,88,7706,100.92,16.3
07/18/2022 01:15:00 AM,88,7704,100.92,16.2
07/18/2022 01:30:00 AM,88,7705,100.92,16.1
07/18/2022 01:45:00 AM,88,7705,100.91,16.0
07/18/2022 02:00:00 AM,88,7705,100.91,16.0
07/18/2022 02:15:00 AM,88,7704,100.9,16.0
07/18/2022 02:30:00 AM,88,7704,100.9,16.0
07/18/2022 02:45:00 AM,88,7706,100.9,15.9
07/18/2022 03:00:00 AM,88,7704,100.89,15.9
07/18/2022 03:15:00 AM,88,7707,100.89,15.9
07/18/2022 03:30:00 AM,88,7704,100.89,15.9
07/18/2022 03:45:00 AM,88,7704,100.88,16.0
07/18/2022 04:00:00 AM,88,7706,100.87,16.0
07/18/2022 04:15:00 AM,88,7706,100.87,16.0
07/18/2022 04:30:00 AM,88,7704,100.86,16.0
07/18/2022 04:45:00 AM,88,7700,100.86,16.0
07/18/2022 05:00:00 AM,88,7704,100.86,16.1
07/18/2022 05:15:00 AM,88,7703,100.86,16.1
07/18/2022 05:30:00 AM,88,7704,100.86,16.2
07/18/2022 05:45:00 AM,88,7704,100.86,16.5
07/18/2022 06:00:00 AM,88,7704,100.86,16.7
07/18/2022 06:15:00 AM,88,7704,100.85,16.9
07/18/2022 06:30:00 AM,88,7703,100.87,17.2
07/18/2022 06:45:00 AM,88,7703,100.87,17.5
07/18/2022 07:00:00 AM,88,7704,100.85,17.9
07/18/2022 07:15:00 AM,88,7701,100.84,18.5
07/18/2022 07:30:00 AM,88,7704,100.82,19.2
07/18/2022 07:45:00 AM,88,7704,100.82,19.9
07/18/2022 08:00:00 AM,88,7704,100.82,20.6
07/18/2022 08:15:00 AM,88,7703,100.8,21.2
07/18/2022 08:30:00 AM,88,7704,100.79,21.7
07/18/2022 08:45:00 AM,88,7704,100.78,22.2
07/18/2022 09:00:00 AM,88,7705,100.76,22.7
07/18/2022 09:15:00 AM,88,7704,100.74,23.2
07/18/2022 09:30:00 AM,88,7705,100.72,23.3
07/18/2022 09:45:00 AM,88,7706,100.72,23.5
07/18/2022 10:00:00 AM,88,7705,100.69,24.1
07/18/2022 10:15:00 AM,88,7704,100.68,24.7
07/18/2022 10:30:00 AM,88,7702,100.67,24.9
07/18/2022 10:45:00 AM,88,7706,100.66,25.2
07/18/2022 11:00:00 AM,88,7704,100.64,25.3
07/18/2022 11:15:00 AM,88,7707,100.64,24.9
07/18/2022 11:30:00 AM,88,7703,100.64,24.4
07/18/2022 11:45:00 AM,88,7705,100.64,24.2
07/18/2022 12:00:00 PM,88,7705,100.62,23.9
07/18/2022 12:15:00 PM,88,7705,100.6,23.7
07/18/2022 12:30:00 PM,88,7703,100.57,23.5
07/18/2022 12:45:00 PM,88,7703,100.55,23.6
07/18/2022 01:00:00 PM,88,7704,100.53,23.6
07/18/2022 01:15:00 PM,88,7704,100.49,23.5
07/18/2022 01:30:00 PM,88,7702,100.44,23.5
07/18/2022 01:45:00 PM,88,7702,100.39,23.6
07/18/2022 02:00:00 PM,88,7703,100.34,23.6
07/18/2022 02:15:00 PM,88,7702,100.28,23.4
07/18/2022 02:30:00 PM,88,7701,100.23,23.4
07/18/2022 02:45:00 PM,88,7702,100.2,23.7
07/18/2022 03:00:00 PM,88,7702,100.18,23.7
07/18/2022 03:15:00 PM,88,7701,100.16,23.8
07/18/2022 03:30:00 PM,88,7701,100.14,24.3
07/18/2022 03:45:00 PM,88,7700,100.14,24.5
07/18/2022 04:00:00 PM,88,7704,100.11,24.7
07/18/2022 04:15:00 PM,88,7701,100.1,24.7
07/18/2022 04:30:00 PM,88,7700,100.05,24.4
07/18/2022 04:45:00 PM,88,7701,100.02,24.1
07/18/2022 05:00:00 PM,88,7704,99.98,24.0
07/18/2022 05:15:00 PM,88,7701,99.96,24.0
07/18/2022 05:30:00 PM,87,7698,99.93,24.1
07/18/2022 05:45:00 PM,88,7700,99.9,24.2
07/18/2022 06:00:00 PM,88,7701,99.89,24.1
07/18/2022 06:15:00 PM,88,7700,99.86,23.9
07/18/2022 06:30:00 PM,87,7699,99.83,23.7
07/18/2022 06:45:00 PM,87,7697,99.78,23.5
07/18/2022 07:00:00 PM,88,7700,99.81,23.3
07/18/2022 07:15:00 PM,87,7699,99.79,23.3
07/18/2022 07:30:00 PM,87,7697,99.78,23.3
07/18/2022 07:45:00 PM,87,7699,99.76,23.2
07/18/2022 08:00:00 PM,88,7700,99.75,23.1
07/18/2022 08:15:00 PM,87,7699,99.75,23.0
07/18/2022 08:30:00 PM,87,7698,99.74,22.9
07/18/2022 08:45:00 PM,87,7698,99.74,22.8
07/18/2022 09:00:00 PM,87,7694,99.72,22.7
07/18/2022 09:15:00 PM,87,7697,99.69,22.6
07/18/2022 09:30:00 PM,87,7697,99.66,22.5
07/18/2022 09:45:00 PM,87,7697,99.66,22.4
07/18/2022 10:00:00 PM,87,7697,99.66,22.3
07/18/2022 10:15:00 PM,88,7700,99.65,22.3
07/18/2022 10:30:00 PM,87,7697,99.63,22.2
07/18/2022 10:45:00 PM,87,7697,99.61,22.2
07/18/2022 11:00:00 PM,87,7697,99.6,22.2
07/18/2022 11:15:00 PM,87,7696,99.58,22.2
07/18/2022 11:30:00 PM,87,7697,99.54,22.1
07/18/2022 11:45:00 PM,87,7696,99.54,22.0
07/19/2022 12:00:00 AM,87,7695,99.54,21.9
07/19/2022 12:15:00 AM,84,7673,99.54,21.9
07/19/2022 12:30:00 AM,86,7685,99.53,21.8
07/19/2022 12:45:00 AM,86,7685,99.55,21.4
07/19/2022 01:00:00 AM,86,7685,99.55,21.2
07/19/2022 01:15:00 AM,86,7685,99.57,21.1
07/19/2022 01:30:00 AM,86,7685,99.55,21.1
07/19/2022 01:45:00 AM,86,7683,99.55,21.1
07/19/2022 02:00:00 AM,86,7684,99.54,21.1
07/19/2022 02:15:00 AM,86,7687,99.54,21.0
07/19/2022 02:30:00 AM,86,7687,99.53,21.1
07/19/2022 02:45:00 AM,86,7685,99.55,21.0
07/19/2022 03:00:00 AM,86,7684,99.57,21.1
07/19/2022 03:15:00 AM,86,7687,99.61,21.1
07/19/2022 03:30:00 AM,86,7687,99.64,21.2
07/19/2022 03:45:00 AM,86,7686,99.65,21.2
07/19/2022 04:00:00 AM,86,7687,99.67,21.0
07/19/2022 04:15:00 AM,86,7688,99.71,20.8
07/19/2022 04:30:00 AM,86,7687,99.73,20.6
07/19/2022 04:45:00 AM,86,7684,99.75,20.4
07/19/2022 05:00:00 AM,86,7685,99.78,20.4
07/19/2022 05:15:00 AM,86,7687,99.8,20.3
07/19/2022 05:30:00 AM,86,7687,99.83,20.0
07/19/2022 05:45:00 AM,86,7686,99.84,19.8
07/19/2022 06:00:00 AM,86,7683,99.85,19.4
07/19/2022 06:15:00 AM,86,7686,99.86,19.1
07/19/2022 06:30:00 AM,85,7682,99.87,18.9
07/19/2022 06:45:00 AM,85,7682,99.88,18.8
07/19/2022 07:00:00 AM,86,7685,99.89,19.0
07/19/2022 07:15:00 AM,85,7682,99.88,19.5
07/19/2022 07:30:00 AM,86,7685,99.87,20.0
07/19/2022 07:45:00 AM,86,7683,99.87,20.3
07/19/2022 08:00:00 AM,86,7685,99.86,20.6
07/19/2022 08:15:00 AM,86,7685,99.83,21.0
07/19/2022 08:30:00 AM,86,7684,99.84,21.3
07/19/2022 08:45:00 AM,86,7685,99.84,21.7
07/19/2022 09:00:00 AM,86,7685,99.84,22.0
07/19/2022 09:15:00 AM,86,7686,99.84,22.3
07/19/2022 09:30:00 AM,86,7688,99.83,22.7
07/19/2022 09:45:00 AM,86,7686,99.82,23.3
07/19/2022 10:00:00 AM,86,7685,99.82,23.7
07/19/2022 10:15:00 AM,86,7688,99.8,24.2
07/19/2022 10:30:00 AM,86,7686,99.78,25.0
07/19/2022 10:45:00 AM,86,7688,99.77,25.9
07/19/2022 11:00:00 AM,86,7688,99.75,27.0
07/19/2022 11:15:00 AM,86,7690,99.76,28.2
07/19/2022 11:30:00 AM,87,7691,99.77,29.8
07/19/2022 11:45:00 AM,87,7693,99.77,31.3
07/19/2022 12:00:00 PM,87,7695,99.78,32.0
07/19/2022 12:15:00 PM,87,7695,99.77,31.4
07/19/2022 12:30:00 PM,87,7698,99.78,31.5
07/19/2022 12:45:00 PM,87,7695,99.78,31.9
07/19/2022 01:00:00 PM,87,7698,99.76,33.4
07/19/2022 01:15:00 PM,88,7700,99.76,35.0
07/19/2022 01:30:00 PM,88,7703,99.76,36.2
07/19/2022 01:45:00 PM,88,7703,99.76,37.6
07/19/2022 02:00:00 PM,88,7703,99.75,38.6
07/19/2022 02:15:00 PM,88,7707,99.75,38.9
07/19/2022 02:30:00 PM,88,7706,99.76,39.3
07/19/2022 02:45:00 PM,89,7710,99.76,39.0
07/19/2022 03:00:00 PM,89,7710,99.76,38.6
07/19/2022 03:15:00 PM,89,7711,99.76,39.1
07/19/2022 03:30:00 PM,89,7713,99.77,39.5
07/19/2022 03:45:00 PM,89,7710,99.76,39.7
07/19/2022 04:00:00 PM,89,7713,99.76,39.7
07/19/2022 04:15:00 PM,89,7715,99.76,39.7
07/19/2022 04:30:00 PM,89,7710,99.77,39.7
07/19/2022 04:45:00 PM,89,7712,99.78,38.4
07/19/2022 05:00:00 PM,89,7713,99.78,37.7
07/19/2022 05:15:00 PM,89,7711,99.77,37.2
07/19/2022 05:30:00 PM,89,7712,99.77,35.6
07/19/2022 05:45:00 PM,89,7710,99.79,34.1
07/19/2022 06:00:00 PM,89,7708,99.8,33.6
07/19/2022 06:15:00 PM,89,7708,99.8,34.3
07/19/2022 06:30:00 PM,88,7707,99.8,33.5
07/19/2022 06:45:00 PM,88,7704,99.8,32.4
07/19/2022 07:00:00 PM,88,7704,99.82,30.9
07/19/2022 07:15:00 PM,88,7702,99.83,29.8
07/19/2022 07:30:00 PM,88,7700,99.84,28.8
07/19/2022 07:45:00 PM,88,7700,99.87,27.8
07/19/2022 08:00:00 PM,88,7702,99.9,26.8
07/19/2022 08:15:00 PM,87,7698,99.89,25.9
07/19/2022 08:30:00 PM,87,7698,99.92,25.0
07/19/2022 08:45:00 PM,88,7700,99.92,24.2
07/19/2022 09:00:00 PM,87,7696,99.94,23.4
07/19/2022 09:15:00 PM,87,7695,99.95,22.6
07/19/2022 09:30:00 PM,87,7694,99.97,21.9
07/19/2022 09:45:00 PM,87,7693,99.98,21.3
07/19/2022 10:00:00 PM,86,7690,99.99,20.8
07/19/2022 10:15:00 PM,87,7691,100.0,20.4
07/19/2022 10:30:00 PM,86,7689,99.99,20.1
07/19/2022 10:45:00 PM,87,7692,100.02,19.8
07/19/2022 11:00:00 PM,86,7690,100.02,19.6
07/19/2022 11:15:00 PM,86,7688,100.02,19.5
07/19/2022 11:30:00 PM,87,7691,100.03,19.4
07/19/2022 11:45:00 PM,87,7691,100.02,19.3
07/20/2022 12:00:00 AM,87,7691,100.02,19.2
07/20/2022 12:15:00 AM,86,7688,100.01,19.1
07/20/2022 12:30:00 AM,86,7685,100.01,19.0
07/20/2022 12:45:00 AM,86,7687,100.01,19.0
07/20/2022 01:00:00 AM,86,7686,100.02,19.1
07/20/2022 01:15:00 AM,86,7684,100.02,19.2
07/20/2022 01:30:00 AM,86,7687,100.02,19.1
07/20/2022 01:45:00 AM,86,7686,100.03,19.1
07/20/2022 02:00:00 AM,86,7688,100.03,19.0
07/20/2022 02:15:00 AM,86,7687,100.02,19.0
07/20/2022 02:30:00 AM,86,7685,100.02,19.1
07/20/2022 02:45:00 AM,86,7687,100.02,19.2
07/20/2022 03:00:00 AM,86,7686,100.03,19.3
07/20/2022 03:15:00 AM,86,7688,100.03,19.3
07/20/2022 03:30:00 AM,86,7689,100.01,19.2
07/20/2022 03:45:00 AM,86,7687,100.01,19.2
07/20/2022 04:00:00 AM,86,7686,100.0,19.2
07/20/2022 04:15:00 AM,86,7687,100.01,19.4
07/20/2022 04:30:00 AM,86,7685,100.02,19.4
07/20/2022 04:45:00 AM,86,7686,100.02,19.3
07/20/2022 05:00:00 AM,86,7687,100.02,19.2
07/20/2022 05:15:00 AM,86,7689,100.03,19.1
07/20/2022 05:30:00 AM,86,7685,100.05,18.9
07/20/2022 05:45:00 AM,86,7684,100.05,18.8
07/20/2022 06:00:00 AM,86,7684,100.06,18.8
07/20/2022 06:15:00 AM,86,7684,100.07,18.8
07/20/2022 06:30:00 AM,86,7685,100.08,19.0
07/20/2022 06:45:00 AM,86,7683,100.09,19.3
07/20/2022 07:00:00 AM,86,7683,100.11,19.7
07/20/2022 07:15:00 AM,86,7684,100.11,20.2
07/20/2022 07:30:00 AM,86,7686,100.11,20.6
07/20/2022 07:45:00 AM,86,7686,100.1,21.0
07/20/2022 08:00:00 AM,86,7684,100.09,21.4
07/20/2022 08:15:00 AM,86,7686,100.09,21.9
07/20/2022 08:30:00 AM,86,7690,100.11,22.4
07/20/2022 08:45:00 AM,86,7687,100.09,22.9
07/20/2022 09:00:00 AM,86,7688,100.07,23.5
07/20/2022 09:15:00 AM,86,7688,100.07,24.0
07/20/2022 09:30:00 AM,86,7688,100.07,24.6
07/20/2022 09:45:00 AM,86,7688,100.07,25.1
07/20/2022 10:00:00 AM,86,7688,100.06,25.7
07/20/2022 10:15:00 AM,86,7690,100.05,26.6
07/20/2022 10:30:00 AM,87,7691,100.04,27.6
07/20/2022 10:45:00 AM,87,7694,100.03,29.3
