z6-18384,Port7,Port7,Port8,Port8
# Records: 3,Battery,Battery,Barometer,Barometer
Timestamps,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, degree_C Logger Temperature
08/25/2022 05:00:00 PM,84,7667,101.36,25.4
08/25/2022 05:15:00 PM,86,7688,101.36,27.9
08/25/2022 05:30:00 PM,89,7709,101.36,27.9
