z6-18394,,Port1,Port1,Port1,Port2,Port2,Port2,Port7,Port7,Port8,Port8, 
# Records: 31913,,ES-2 Conductivity/Temp,ES-2 Conductivity/Temp,ES-2 Conductivity/Temp,ES-2 Conductivity/Temp,ES-2 Conductivity/Temp,ES-2 Conductivity/Temp,Battery,Battery,Barometer,Barometer, 
Timestamps,Device RID,raw  EC,raw  Water Temperature,raw  Weighted EC,raw  EC,raw  Water Temperature,raw  Weighted EC,raw  Battery Percent,raw  Battery Voltage,raw  Reference Pressure,raw  Logger Temperature,UTC Offset
02/09/2025 06:00:00 PM,87211,2992,5390,2992,0,4840,0,2100,8758,10146,4131,UTC-05:00
02/09/2025 06:15:00 PM,87212,2992,5390,2992,0,4840,0,2100,8752,10145,4030,UTC-05:00
02/09/2025 06:30:00 PM,87213,2992,5390,2992,0,4840,0,2100,8750,10146,4002,UTC-05:00
02/09/2025 06:45:00 PM,87214,2992,5390,2992,0,4840,0,2100,8748,10148,3975,UTC-05:00
02/09/2025 07:00:00 PM,87215,2992,5390,2992,0,4841,0,2100,8746,10149,3951,UTC-05:00
02/09/2025 07:15:00 PM,87216,2992,5390,2992,0,4850,0,2100,8746,10149,3960,UTC-05:00
02/09/2025 07:30:00 PM,87217,2992,5390,2992,0,4850,0,2100,8739,10149,3920,UTC-05:00
02/09/2025 07:45:00 PM,87218,2991,5390,2991,0,4850,0,2100,8739,10149,3901,UTC-05:00
02/09/2025 08:00:00 PM,87219,2991,5390,2991,0,4850,0,2100,8733,10149,3944,UTC-05:00
02/09/2025 08:15:00 PM,87220,2990,5390,2990,0,4850,0,2100,8733,10150,3977,UTC-05:00
02/09/2025 08:30:00 PM,87221,2991,5390,2991,0,4850,0,2100,8728,10150,4021,UTC-05:00
02/09/2025 08:45:00 PM,87222,2990,5390,2990,0,4850,0,2100,8727,10150,4084,UTC-05:00
02/09/2025 09:00:00 PM,87223,2991,5390,2991,0,4850,0,2100,8727,10152,4164,UTC-05:00
02/09/2025 09:15:00 PM,87224,2991,5390,2991,0,4850,0,2100,8729,10153,4241,UTC-05:00
02/09/2025 09:30:00 PM,87225,2991,5390,2991,0,4850,0,2100,8725,10152,4294,UTC-05:00
02/09/2025 09:45:00 PM,87226,2990,5390,2990,0,4850,0,2100,8727,10153,4332,UTC-05:00
02/09/2025 10:00:00 PM,87227,2991,5390,2991,0,4850,0,2100,8721,10153,4358,UTC-05:00
02/09/2025 10:15:00 PM,87228,2991,5390,2991,0,4850,0,2100,8719,10154,4398,UTC-05:00
02/09/2025 10:30:00 PM,87229,2991,5390,2991,0,4850,0,2100,8720,10154,4431,UTC-05:00
02/09/2025 10:45:00 PM,87230,2991,5389,2991,0,4850,0,2100,8716,10154,4450,UTC-05:00
02/09/2025 11:00:00 PM,87231,2990,5388,2990,0,4850,0,2100,8717,10155,4460,UTC-05:00
02/09/2025 11:15:00 PM,87232,2990,5387,2990,0,4850,0,2100,8715,10157,4474,UTC-05:00
02/09/2025 11:30:00 PM,87233,2991,5383,2991,0,4850,0,2100,8712,10159,4483,UTC-05:00
02/09/2025 11:45:00 PM,87234,2990,5383,2990,0,4850,0,2100,8712,10161,4491,UTC-05:00
02/10/2025 12:00:00 AM,87235,2991,5384,2991,0,4850,0,2100,8708,10163,4496,UTC-05:00
02/10/2025 12:15:00 AM,87237,2990,5387,2990,0,4850,0,2100,8656,10163,4521,UTC-05:00
02/10/2025 12:30:00 AM,87238,2990,5389,2990,0,4850,0,2100,8675,10165,4527,UTC-05:00
02/10/2025 12:45:00 AM,87239,2989,5390,2989,0,4850,0,2100,8676,10168,4533,UTC-05:00
02/10/2025 01:00:00 AM,87240,2990,5390,2990,0,4850,0,2100,8678,10170,4546,UTC-05:00
02/10/2025 01:15:00 AM,87241,2989,5390,2989,0,4848,0,2100,8676,10171,4543,UTC-05:00
02/10/2025 01:30:00 AM,87242,2989,5390,2989,0,4841,0,2100,8677,10172,4528,UTC-05:00
02/10/2025 01:45:00 AM,87243,2990,5390,2990,0,4840,0,2100,8675,10175,4523,UTC-05:00
02/10/2025 02:00:00 AM,87244,2990,5390,2990,0,4840,0,2100,8675,10177,4509,UTC-05:00
02/10/2025 02:15:00 AM,87245,2990,5390,2990,0,4840,0,2100,8672,10178,4491,UTC-05:00
02/10/2025 02:30:00 AM,87246,2990,5390,2990,0,4840,0,2100,8668,10179,4468,UTC-05:00
02/10/2025 02:45:00 AM,87247,2989,5390,2989,0,4840,0,2100,8669,10179,4449,UTC-05:00
02/10/2025 03:00:00 AM,87248,2990,5390,2990,0,4840,0,2100,8665,10180,4439,UTC-05:00
02/10/2025 03:15:00 AM,87249,2990,5390,2990,0,4840,0,2100,8665,10179,4432,UTC-05:00
02/10/2025 03:30:00 AM,87250,2989,5390,2989,0,4840,0,2100,8665,10181,4423,UTC-05:00
02/10/2025 03:45:00 AM,87251,2990,5390,2990,0,4840,0,2100,8662,10182,4408,UTC-05:00
02/10/2025 04:00:00 AM,87252,2989,5390,2989,0,4840,0,2100,8662,10184,4401,UTC-05:00
02/10/2025 04:15:00 AM,87253,2989,5390,2989,0,4840,0,2100,8659,10184,4387,UTC-05:00
02/10/2025 04:30:00 AM,87254,2989,5390,2989,0,4840,0,2100,8657,10186,4370,UTC-05:00
02/10/2025 04:45:00 AM,87255,2989,5390,2989,0,4840,0,2100,8655,10187,4368,UTC-05:00
02/10/2025 05:00:00 AM,87256,2989,5390,2989,0,4840,0,2100,8655,10187,4353,UTC-05:00
02/10/2025 05:15:00 AM,87257,2989,5390,2989,0,4839,0,2100,8652,10190,4326,UTC-05:00
02/10/2025 05:30:00 AM,87258,2989,5390,2989,0,4830,0,2100,8650,10191,4309,UTC-05:00
02/10/2025 05:45:00 AM,87259,2988,5390,2988,0,4830,0,2100,8649,10192,4285,UTC-05:00
02/10/2025 06:00:00 AM,87260,2989,5390,2989,0,4830,0,2100,8646,10191,4265,UTC-05:00
02/10/2025 06:15:00 AM,87261,2988,5390,2988,0,4830,0,2100,8632,10192,4253,UTC-05:00
02/10/2025 06:30:00 AM,87262,2988,5390,2988,0,4830,0,2100,8635,10194,4242,UTC-05:00
02/10/2025 06:45:00 AM,87263,2989,5390,2989,0,4830,0,2100,8633,10197,4230,UTC-05:00
02/10/2025 07:00:00 AM,87264,2988,5390,2988,0,4830,0,2100,8633,10200,4240,UTC-05:00
02/10/2025 07:15:00 AM,87265,2988,5390,2988,0,4830,0,2100,8629,10201,4253,UTC-05:00
02/10/2025 07:30:00 AM,87266,2989,5390,2989,0,4830,0,2100,8627,10202,4251,UTC-05:00
02/10/2025 07:45:00 AM,87267,2988,5390,2988,0,4830,0,2100,8627,10204,4240,UTC-05:00
02/10/2025 08:00:00 AM,87268,2989,5390,2989,0,4830,0,2100,8632,10208,4270,UTC-05:00
02/10/2025 08:15:00 AM,87269,2988,5390,2988,0,4830,0,2100,8633,10212,4283,UTC-05:00
02/10/2025 08:30:00 AM,87270,2988,5390,2988,0,4830,0,2100,8630,10215,4260,UTC-05:00
02/10/2025 08:45:00 AM,87271,2988,5388,2988,0,4830,0,2100,8646,10216,4255,UTC-05:00
02/10/2025 09:00:00 AM,87272,2988,5383,2988,0,4830,0,2100,8662,10217,4274,UTC-05:00
02/10/2025 09:15:00 AM,87273,2989,5387,2989,0,4827,0,2100,8651,10218,4326,UTC-05:00
02/10/2025 09:30:00 AM,87274,2988,5385,2988,0,4820,0,2100,8665,10220,4324,UTC-05:00
02/10/2025 09:45:00 AM,87275,2988,5382,2988,0,4815,0,2100,8687,10221,4340,UTC-05:00
02/10/2025 10:00:00 AM,87276,2988,5380,2988,0,4810,0,2100,8701,10223,4379,UTC-05:00
02/10/2025 10:15:00 AM,87277,2988,5380,2988,0,4810,0,2100,8720,10222,4430,UTC-05:00
02/10/2025 10:30:00 AM,87278,2989,5380,2989,0,4803,0,2100,8745,10224,4487,UTC-05:00
02/10/2025 10:45:00 AM,87279,2988,5381,2988,0,4800,0,2100,8764,10226,4520,UTC-05:00
02/10/2025 11:00:00 AM,87280,2988,5381,2988,0,4800,0,2100,8785,10226,4558,UTC-05:00
02/10/2025 11:15:00 AM,87281,2987,5386,2987,0,4800,0,2100,8807,10226,4610,UTC-05:00
02/10/2025 11:30:00 AM,87282,2988,5383,2988,0,4800,0,2100,8823,10226,4651,UTC-05:00
02/10/2025 11:45:00 AM,87283,2988,5386,2988,0,4800,0,2100,8841,10225,4672,UTC-05:00
02/10/2025 12:00:00 PM,87284,2987,5389,2987,0,4795,0,2100,8864,10225,4703,UTC-05:00
02/10/2025 12:15:00 PM,87285,2987,5390,2987,0,4790,0,2100,8889,10226,4725,UTC-05:00
02/10/2025 12:30:00 PM,87286,2988,5390,2988,0,4790,0,2100,8902,10224,4736,UTC-05:00
02/10/2025 12:45:00 PM,87287,2988,5390,2988,0,4790,0,2100,8923,10225,4733,UTC-05:00
02/10/2025 01:00:00 PM,87288,2987,5390,2987,0,4785,0,2100,8933,10226,4743,UTC-05:00
02/10/2025 01:15:00 PM,87289,2987,5390,2987,0,4780,0,2100,8976,10225,4737,UTC-05:00
02/10/2025 01:30:00 PM,87290,2987,5390,2987,0,4780,0,2100,8991,10226,4819,UTC-05:00
02/10/2025 01:45:00 PM,87291,2987,5390,2987,0,4777,0,2100,8997,10225,4846,UTC-05:00
02/10/2025 02:00:00 PM,87292,2987,5390,2987,0,4770,0,2100,9022,10226,4890,UTC-05:00
02/10/2025 02:15:00 PM,87293,2987,5390,2987,0,4770,0,2100,9011,10228,5002,UTC-05:00
02/10/2025 02:30:00 PM,87294,2987,5390,2987,0,4770,0,2100,8974,10230,4957,UTC-05:00
02/10/2025 02:45:00 PM,87295,2987,5390,2987,0,4767,0,2100,8993,10229,4871,UTC-05:00
02/10/2025 03:00:00 PM,87296,2986,5390,2986,0,4760,0,2100,8999,10230,4863,UTC-05:00
02/10/2025 03:15:00 PM,87297,2987,5390,2987,0,4760,0,2100,8979,10230,4825,UTC-05:00
02/10/2025 03:30:00 PM,87298,2987,5390,2987,0,4759,0,2100,8974,10230,4732,UTC-05:00
02/10/2025 03:45:00 PM,87299,2987,5390,2987,0,4759,0,2100,8991,10230,4706,UTC-05:00
02/10/2025 04:00:00 PM,87300,2987,5390,2987,0,4760,0,2100,8992,10231,4790,UTC-05:00
02/10/2025 04:15:00 PM,87301,2987,5390,2987,0,4765,0,2100,8956,10232,4811,UTC-05:00
02/10/2025 04:30:00 PM,87302,2987,5390,2987,0,4770,0,2100,8931,10232,4612,UTC-05:00
02/10/2025 04:45:00 PM,87303,2987,5390,2987,0,4770,0,2100,8907,10229,4362,UTC-05:00
02/10/2025 05:00:00 PM,87304,2987,5390,2987,0,4770,0,2100,8891,10228,4234,UTC-05:00
02/10/2025 05:15:00 PM,87305,2986,5387,2986,0,4770,0,2100,8880,10225,4174,UTC-05:00
02/10/2025 05:30:00 PM,87306,2987,5388,2987,0,4774,0,2100,8870,10224,4124,UTC-05:00
02/10/2025 05:45:00 PM,87307,2987,5383,2987,0,4780,0,2100,8861,10221,4086,UTC-05:00
02/10/2025 06:00:00 PM,87308,2987,5381,2987,0,4780,0,2100,8855,10220,4062,UTC-05:00
02/10/2025 06:15:00 PM,87309,2987,5381,2987,0,4780,0,2100,8846,10220,4018,UTC-05:00
02/10/2025 06:30:00 PM,87310,2987,5380,2987,0,4780,0,2100,8840,10218,3960,UTC-05:00
02/10/2025 06:45:00 PM,87311,2987,5380,2987,0,4780,0,2100,8835,10217,3910,UTC-05:00
02/10/2025 07:00:00 PM,87312,2987,5380,2987,0,4780,0,2100,8829,10216,3861,UTC-05:00
02/10/2025 07:15:00 PM,87313,2987,5380,2987,0,4780,0,2100,8823,10215,3827,UTC-05:00
02/10/2025 07:30:00 PM,87314,2988,5380,2988,0,4785,0,2100,8820,10215,3794,UTC-05:00
02/10/2025 07:45:00 PM,87315,2987,5380,2987,0,4790,0,2100,8817,10216,3770,UTC-05:00
02/10/2025 08:00:00 PM,87316,2987,5380,2987,0,4790,0,2100,8810,10216,3764,UTC-05:00
02/10/2025 08:15:00 PM,87317,2987,5380,2987,0,4790,0,2100,8798,10217,3752,UTC-05:00
02/10/2025 08:30:00 PM,87318,2987,5380,2987,0,4790,0,2100,8798,10217,3762,UTC-05:00
02/10/2025 08:45:00 PM,87319,2986,5380,2986,0,4790,0,2100,8796,10215,3805,UTC-05:00
02/10/2025 09:00:00 PM,87320,2986,5380,2986,0,4790,0,2100,8792,10215,3828,UTC-05:00
02/10/2025 09:15:00 PM,87321,2986,5380,2986,0,4790,0,2100,8792,10215,3831,UTC-05:00
02/10/2025 09:30:00 PM,87322,2986,5380,2986,0,4790,0,2100,8783,10213,3839,UTC-05:00
02/10/2025 09:45:00 PM,87323,2986,5380,2986,0,4790,0,2100,8782,10211,3830,UTC-05:00
02/10/2025 10:00:00 PM,87324,2986,5380,2986,0,4790,0,2100,8779,10209,3795,UTC-05:00
02/10/2025 10:15:00 PM,87325,2986,5380,2986,0,4790,0,2100,8778,10207,3716,UTC-05:00
02/10/2025 10:30:00 PM,87326,2986,5380,2986,0,4790,0,2100,8763,10206,3556,UTC-05:00
02/10/2025 10:45:00 PM,87327,2986,5380,2986,0,4790,0,2100,8760,10204,3430,UTC-05:00
02/10/2025 11:00:00 PM,87328,2985,5380,2985,0,4790,0,2100,8760,10201,3303,UTC-05:00
02/10/2025 11:15:00 PM,87329,2986,5380,2986,0,4790,0,2100,8755,10200,3216,UTC-05:00
02/10/2025 11:30:00 PM,87330,2986,5380,2986,0,4790,0,2100,8753,10199,3198,UTC-05:00
02/10/2025 11:45:00 PM,87331,2986,5380,2986,0,4789,0,2100,8754,10198,3311,UTC-05:00
02/11/2025 12:00:00 AM,87332,2985,5380,2985,0,4782,0,2100,8754,10197,3500,UTC-05:00
02/11/2025 12:15:00 AM,87334,2985,5380,2985,0,4780,0,2100,8679,10198,3640,UTC-05:00
02/11/2025 12:30:00 AM,87335,2985,5380,2985,0,4780,0,2100,8715,10198,3738,UTC-05:00
02/11/2025 12:45:00 AM,87336,2985,5380,2985,0,4780,0,2100,8718,10198,3805,UTC-05:00
02/11/2025 01:00:00 AM,87337,2985,5380,2985,0,4780,0,2100,8723,10198,3834,UTC-05:00
02/11/2025 01:15:00 AM,87338,2985,5380,2985,0,4780,0,2100,8722,10198,3864,UTC-05:00
02/11/2025 01:30:00 AM,87339,2985,5380,2985,0,4780,0,2100,8725,10199,3912,UTC-05:00
02/11/2025 01:45:00 AM,87340,2985,5380,2985,0,4780,0,2100,8726,10199,3943,UTC-05:00
02/11/2025 02:00:00 AM,87341,2985,5380,2985,0,4780,0,2100,8726,10198,3968,UTC-05:00
02/11/2025 02:15:00 AM,87342,2985,5380,2985,0,4780,0,2100,8725,10198,3985,UTC-05:00
02/11/2025 02:30:00 AM,87343,2986,5380,2986,0,4780,0,2100,8727,10198,4003,UTC-05:00
02/11/2025 02:45:00 AM,87344,2985,5380,2985,0,4780,0,2100,8722,10198,4023,UTC-05:00
02/11/2025 03:00:00 AM,87345,2985,5380,2985,0,4780,0,2100,8723,10199,4043,UTC-05:00
02/11/2025 03:15:00 AM,87346,2985,5380,2985,0,4780,0,2100,8722,10200,4060,UTC-05:00
02/11/2025 03:30:00 AM,87347,2985,5380,2985,0,4780,0,2100,8721,10200,4073,UTC-05:00
02/11/2025 03:45:00 AM,87348,2985,5380,2985,0,4780,0,2100,8720,10200,4062,UTC-05:00
02/11/2025 04:00:00 AM,87349,2985,5380,2985,0,4780,0,2100,8720,10197,4018,UTC-05:00
02/11/2025 04:15:00 AM,87350,2985,5380,2985,0,4780,0,2100,8718,10199,3993,UTC-05:00
02/11/2025 04:30:00 AM,87351,2985,5380,2985,0,4780,0,2100,8717,10199,3994,UTC-05:00
02/11/2025 04:45:00 AM,87352,2985,5380,2985,0,4780,0,2100,8709,10201,4033,UTC-05:00
02/11/2025 05:00:00 AM,87353,2985,5380,2985,0,4780,0,2100,8709,10200,4062,UTC-05:00
02/11/2025 05:15:00 AM,87354,2985,5380,2985,0,4780,0,2100,8712,10199,4083,UTC-05:00
02/11/2025 05:30:00 AM,87355,2985,5380,2985,0,4780,0,2100,8700,10199,4099,UTC-05:00
02/11/2025 05:45:00 AM,87356,2985,5380,2985,0,4780,0,2100,8703,10198,4100,UTC-05:00
02/11/2025 06:00:00 AM,87357,2985,5380,2985,0,4780,0,2100,8700,10198,4106,UTC-05:00
02/11/2025 06:15:00 AM,87358,2985,5380,2985,0,4780,0,2100,8700,10198,4118,UTC-05:00
02/11/2025 06:30:00 AM,87359,2985,5380,2985,0,4780,0,2100,8700,10197,4124,UTC-05:00
02/11/2025 06:45:00 AM,87360,2984,5380,2984,0,4780,0,2100,8687,10197,4160,UTC-05:00
02/11/2025 07:00:00 AM,87361,2984,5380,2984,0,4780,0,2100,8687,10197,4167,UTC-05:00
02/11/2025 07:15:00 AM,87362,2984,5380,2984,0,4780,0,2100,8682,10198,4150,UTC-05:00
02/11/2025 07:30:00 AM,87363,2985,5380,2985,0,4780,0,2100,8684,10196,4155,UTC-05:00
02/11/2025 07:45:00 AM,87364,2984,5380,2984,0,4780,0,2100,8688,10196,4190,UTC-05:00
02/11/2025 08:00:00 AM,87365,2985,5380,2985,0,4780,0,2100,8694,10196,4243,UTC-05:00
02/11/2025 08:15:00 AM,87366,2984,5380,2984,0,4780,0,2100,8700,10197,4303,UTC-05:00
02/11/2025 08:30:00 AM,87367,2984,5380,2984,0,4780,0,2100,8707,10196,4320,UTC-05:00
02/11/2025 08:45:00 AM,87368,2985,5380,2985,0,4780,0,2100,8707,10195,4332,UTC-05:00
02/11/2025 09:00:00 AM,87369,2984,5380,2984,0,4780,0,2100,8714,10193,4318,UTC-05:00
02/11/2025 09:15:00 AM,87370,2984,5380,2984,0,4780,0,2100,8760,10191,4356,UTC-05:00
02/11/2025 09:30:00 AM,87371,2984,5380,2984,0,4780,0,2100,8802,10191,4505,UTC-05:00
02/11/2025 09:45:00 AM,87372,2985,5380,2985,0,4780,0,2100,8848,10189,4604,UTC-05:00
02/11/2025 10:00:00 AM,87373,2984,5380,2984,0,4780,0,2100,8889,10187,4702,UTC-05:00
02/11/2025 10:15:00 AM,87374,2984,5380,2984,0,4780,0,2100,8931,10188,4785,UTC-05:00
02/11/2025 10:30:00 AM,87375,2984,5380,2984,0,4780,0,2100,8962,10187,4895,UTC-05:00
02/11/2025 10:45:00 AM,87376,2985,5380,2985,0,4780,0,2100,8989,10185,4965,UTC-05:00
02/11/2025 11:00:00 AM,87377,2984,5380,2984,0,4780,0,2100,9006,10183,5002,UTC-05:00
02/11/2025 11:15:00 AM,87378,2985,5380,2985,0,4780,0,2100,9008,10181,5050,UTC-05:00
02/11/2025 11:30:00 AM,87379,2984,5380,2984,0,4784,0,2100,8981,10179,5041,UTC-05:00
02/11/2025 11:45:00 AM,87380,2984,5380,2984,0,4790,0,2100,8970,10178,4992,UTC-05:00
02/11/2025 12:00:00 PM,87381,2984,5380,2984,0,4790,0,2100,8960,10176,4962,UTC-05:00
02/11/2025 12:15:00 PM,87382,2984,5380,2984,0,4790,0,2100,8937,10175,4944,UTC-05:00
02/11/2025 12:30:00 PM,87383,2984,5380,2984,0,4790,0,2100,8921,10174,4901,UTC-05:00
02/11/2025 12:45:00 PM,87384,2984,5380,2984,0,4790,0,2100,8915,10172,4896,UTC-05:00
02/11/2025 01:00:00 PM,87385,2985,5380,2985,0,4790,0,2100,8908,10171,4891,UTC-05:00
02/11/2025 01:15:00 PM,87386,2985,5380,2985,0,4790,0,2100,8904,10170,4892,UTC-05:00
02/11/2025 01:30:00 PM,87387,2984,5380,2984,0,4790,0,2100,8895,10168,4922,UTC-05:00
02/11/2025 01:45:00 PM,87388,2984,5380,2984,0,4793,0,2100,8886,10167,4916,UTC-05:00
02/11/2025 02:00:00 PM,87389,2984,5380,2984,0,4800,0,2100,8880,10169,4890,UTC-05:00
02/11/2025 02:15:00 PM,87390,2985,5380,2985,0,4800,0,2100,8873,10170,4861,UTC-05:00
02/11/2025 02:30:00 PM,87391,2985,5380,2985,0,4796,0,2100,8864,10173,4816,UTC-05:00
02/11/2025 02:45:00 PM,87392,2985,5380,2985,0,4790,0,2100,8860,10175,4787,UTC-05:00
02/11/2025 03:00:00 PM,87393,2986,5380,2986,0,4790,0,2100,8856,10175,4762,UTC-05:00
02/11/2025 03:15:00 PM,87394,2986,5380,2986,0,4790,0,2100,8857,10175,4728,UTC-05:00
02/11/2025 03:30:00 PM,87395,2986,5380,2986,0,4783,0,2100,8884,10174,4710,UTC-05:00
02/11/2025 03:45:00 PM,87396,2985,5380,2985,0,4780,0,2100,8909,10176,4751,UTC-05:00
02/11/2025 04:00:00 PM,87397,2985,5385,2985,0,4779,0,2100,8912,10179,4785,UTC-05:00
02/11/2025 04:15:00 PM,87398,2985,5387,2985,0,4770,0,2100,8893,10181,4754,UTC-05:00
02/11/2025 04:30:00 PM,87399,2985,5386,2985,0,4770,0,2100,8876,10182,4683,UTC-05:00
02/11/2025 04:45:00 PM,87400,2985,5389,2985,0,4770,0,2100,8861,10183,4628,UTC-05:00
02/11/2025 05:00:00 PM,87401,2985,5390,2985,0,4770,0,2100,8852,10185,4571,UTC-05:00
02/11/2025 05:15:00 PM,87402,2985,5389,2985,0,4770,0,2100,8839,10187,4514,UTC-05:00
02/11/2025 05:30:00 PM,87403,2985,5389,2985,0,4770,0,2100,8829,10190,4467,UTC-05:00
02/11/2025 05:45:00 PM,87404,2985,5389,2985,0,4770,0,2100,8820,10193,4430,UTC-05:00
02/11/2025 06:00:00 PM,87405,2985,5389,2985,0,4770,0,2100,8815,10196,4399,UTC-05:00
02/11/2025 06:15:00 PM,87406,2985,5389,2985,0,4770,0,2100,8807,10198,4378,UTC-05:00
02/11/2025 06:30:00 PM,87407,2985,5389,2985,0,4770,0,2100,8803,10200,4362,UTC-05:00
02/11/2025 06:45:00 PM,87408,2986,5387,2986,0,4770,0,2100,8798,10199,4343,UTC-05:00
02/11/2025 07:00:00 PM,87409,2986,5387,2986,0,4770,0,2100,8794,10199,4321,UTC-05:00
02/11/2025 07:15:00 PM,87410,2986,5384,2986,0,4770,0,2100,8788,10201,4312,UTC-05:00
02/11/2025 07:30:00 PM,87411,2986,5384,2986,0,4770,0,2100,8778,10202,4312,UTC-05:00
02/11/2025 07:45:00 PM,87412,2986,5382,2986,0,4770,0,2100,8776,10201,4314,UTC-05:00
02/11/2025 08:00:00 PM,87413,2987,5380,2987,0,4775,0,2100,8772,10202,4302,UTC-05:00
02/11/2025 08:15:00 PM,87414,2986,5380,2986,0,4780,0,2100,8769,10202,4296,UTC-05:00
02/11/2025 08:30:00 PM,87415,2986,5381,2986,0,4780,0,2100,8761,10204,4297,UTC-05:00
02/11/2025 08:45:00 PM,87416,2986,5380,2986,0,4780,0,2100,8759,10204,4290,UTC-05:00
02/11/2025 09:00:00 PM,87417,2986,5380,2986,0,4780,0,2100,8759,10205,4276,UTC-05:00
02/11/2025 09:15:00 PM,87418,2986,5380,2986,0,4780,0,2100,8754,10205,4273,UTC-05:00
02/11/2025 09:30:00 PM,87419,2985,5380,2985,0,4780,0,2100,8746,10206,4264,UTC-05:00
02/11/2025 09:45:00 PM,87420,2986,5380,2986,0,4780,0,2100,8747,10208,4248,UTC-05:00
02/11/2025 10:00:00 PM,87421,2986,5380,2986,0,4780,0,2100,8739,10209,4229,UTC-05:00
02/11/2025 10:15:00 PM,87422,2985,5380,2985,0,4780,0,2100,8735,10209,4214,UTC-05:00
02/11/2025 10:30:00 PM,87423,2985,5380,2985,0,4780,0,2100,8730,10210,4202,UTC-05:00
02/11/2025 10:45:00 PM,87424,2985,5380,2985,0,4787,0,2100,8731,10210,4195,UTC-05:00
02/11/2025 11:00:00 PM,87425,2985,5380,2985,0,4790,0,2100,8730,10209,4200,UTC-05:00
02/11/2025 11:15:00 PM,87426,2985,5380,2985,0,4790,0,2100,8725,10210,4195,UTC-05:00
02/11/2025 11:30:00 PM,87427,2985,5380,2985,0,4790,0,2100,8725,10209,4179,UTC-05:00
02/11/2025 11:45:00 PM,87428,2985,5380,2985,0,4790,0,2100,8725,10210,4146,UTC-05:00
02/12/2025 12:00:00 AM,87429,2985,5380,2985,0,4790,0,2100,8722,10210,4114,UTC-05:00
02/12/2025 12:15:00 AM,87431,2985,5380,2985,0,4790,0,2100,8665,10211,4114,UTC-05:00
02/12/2025 12:30:00 AM,87432,2984,5380,2984,0,4790,0,2100,8686,10211,4088,UTC-05:00
02/12/2025 12:45:00 AM,87433,2985,5380,2985,0,4797,0,2100,8680,10211,4058,UTC-05:00
02/12/2025 01:00:00 AM,87434,2985,5380,2985,0,4800,0,2100,8682,10210,4045,UTC-05:00
02/12/2025 01:15:00 AM,87435,2985,5380,2985,0,4800,0,2100,8684,10208,4030,UTC-05:00
02/12/2025 01:30:00 AM,87436,2985,5380,2985,0,4800,0,2100,8684,10210,4014,UTC-05:00
02/12/2025 01:45:00 AM,87437,2984,5380,2984,0,4800,0,2100,8686,10213,3984,UTC-05:00
02/12/2025 02:00:00 AM,87438,2984,5380,2984,0,4800,0,2100,8681,10214,3954,UTC-05:00
02/12/2025 02:15:00 AM,87439,2985,5380,2985,0,4800,0,2100,8678,10217,3926,UTC-05:00
02/12/2025 02:30:00 AM,87440,2984,5380,2984,0,4800,0,2100,8680,10217,3897,UTC-05:00
02/12/2025 02:45:00 AM,87441,2984,5380,2984,0,4800,0,2100,8678,10217,3866,UTC-05:00
02/12/2025 03:00:00 AM,87442,2984,5380,2984,0,4790,0,2100,8679,10218,3839,UTC-05:00
02/12/2025 03:15:00 AM,87443,2985,5380,2985,0,4790,0,2100,8677,10218,3815,UTC-05:00
02/12/2025 03:30:00 AM,87444,2984,5380,2984,0,4785,0,2100,8675,10219,3787,UTC-05:00
02/12/2025 03:45:00 AM,87445,2984,5380,2984,0,4780,0,2100,8670,10219,3755,UTC-05:00
02/12/2025 04:00:00 AM,87446,2984,5380,2984,0,4777,0,2100,8671,10221,3726,UTC-05:00
02/12/2025 04:15:00 AM,87447,2984,5380,2984,0,4770,0,2100,8661,10223,3700,UTC-05:00
02/12/2025 04:30:00 AM,87448,2984,5380,2984,0,4763,0,2100,8662,10224,3673,UTC-05:00
02/12/2025 04:45:00 AM,87449,2984,5380,2984,0,4749,0,2100,8660,10225,3630,UTC-05:00
02/12/2025 05:00:00 AM,87450,2983,5380,2983,0,4740,0,2100,8659,10226,3582,UTC-05:00
02/12/2025 05:15:00 AM,87451,2984,5380,2984,0,4731,0,2100,8662,10227,3543,UTC-05:00
02/12/2025 05:30:00 AM,87452,2984,5380,2984,0,4729,0,2100,8654,10229,3510,UTC-05:00
02/12/2025 05:45:00 AM,87453,2983,5380,2983,0,4720,0,2100,8646,10232,3483,UTC-05:00
02/12/2025 06:00:00 AM,87454,2983,5380,2983,0,4719,0,2100,8646,10235,3457,UTC-05:00
02/12/2025 06:15:00 AM,87455,2982,5380,2982,0,4710,0,2100,8647,10238,3423,UTC-05:00
02/12/2025 06:30:00 AM,87456,2983,5380,2983,0,4710,0,2100,8640,10239,3372,UTC-05:00
02/12/2025 06:45:00 AM,87457,2983,5380,2983,0,4710,0,2100,8638,10239,3297,UTC-05:00
02/12/2025 07:00:00 AM,87458,2983,5380,2983,0,4710,0,2100,8633,10238,3236,UTC-05:00
02/12/2025 07:15:00 AM,87459,2983,5380,2983,0,4710,0,2100,8633,10238,3237,UTC-05:00
02/12/2025 07:30:00 AM,87460,2982,5380,2982,0,4710,0,2100,8627,10239,3257,UTC-05:00
02/12/2025 07:45:00 AM,87461,2983,5380,2983,0,4710,0,2100,8633,10240,3294,UTC-05:00
02/12/2025 08:00:00 AM,87462,2983,5380,2983,0,4700,0,2100,8641,10241,3331,UTC-05:00
