z6-18472,Port2,Port2,Port2,Port2,Port3,Port3,Port3,Port4,Port4,Port4,Port7,Port7,Port8,Port8
# Records: 486,ATMOS 14 Humidity/Temp/Barometer,ATMOS 14 Humidity/Temp/Barometer,ATMOS 14 Humidity/Temp/Barometer,ATMOS 14 Humidity/Temp/Barometer,ES-2 Conductivity/Temp,ES-2 Conductivity/Temp,ES-2 Conductivity/Temp,ES-2 Conductivity/Temp,ES-2 Conductivity/Temp,ES-2 Conductivity/Temp,Battery,Battery,Barometer,Barometer
Timestamps, degree_C Air Temperature, kPa Vapor Pressure, kPa Atmospheric Pressure, kPa VPD, mS/cm EC, degree_C Water Temperature, mS/cm Weighted EC, mS/cm EC, degree_C Water Temperature, mS/cm Weighted EC,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, degree_C Logger Temperature
07/23/2022 05:30:00 AM,17.5,1.837,100.92,0.17,1.69,16.3,1.69,0.0,17.0,0.0,100,8080,100.81,16.6
07/23/2022 05:45:00 AM,17.4,1.813,100.93,0.17,1.694,16.3,1.694,0.0,17.0,0.0,100,8081,100.82,16.6
07/23/2022 06:00:00 AM,17.2,1.848,100.94,0.12,1.694,16.3,1.694,0.0,17.0,0.0,100,8077,100.83,16.6
07/23/2022 06:15:00 AM,17.7,1.913,100.95,0.12,1.694,16.3,1.694,0.0,17.0,0.0,100,8080,100.85,16.8
07/23/2022 06:30:00 AM,18.6,1.953,100.96,0.19,1.69,16.3,1.69,0.0,17.0,0.0,100,8077,100.85,17.2
07/23/2022 06:45:00 AM,19.1,1.994,100.95,0.22,1.694,16.3,1.694,0.0,17.0,0.0,100,8079,100.85,17.7
07/23/2022 07:00:00 AM,19.9,2.042,100.97,0.28,1.698,16.3,1.698,0.0,17.0,0.0,100,8079,100.87,18.2
07/23/2022 07:15:00 AM,20.8,2.118,100.97,0.34,1.694,16.3,1.694,0.0,16.9,0.0,100,8078,100.88,18.8
07/23/2022 07:30:00 AM,22.2,2.192,100.97,0.47,1.687,16.3,1.687,0.0,16.9,0.0,100,8077,100.88,19.6
07/23/2022 07:45:00 AM,23.0,2.233,100.94,0.58,1.694,16.3,1.694,0.0,16.9,0.0,100,8079,100.85,20.5
07/23/2022 08:00:00 AM,24.0,2.273,100.95,0.71,1.694,16.3,1.694,0.0,17.0,0.0,100,8078,100.85,21.4
07/23/2022 08:15:00 AM,24.8,2.311,100.94,0.81,1.702,16.3,1.702,0.0,17.0,0.0,100,8079,100.84,22.4
07/23/2022 08:30:00 AM,25.3,2.311,100.93,0.91,1.694,16.3,1.694,0.0,17.0,0.0,100,8081,100.83,23.3
07/23/2022 08:45:00 AM,25.9,2.343,100.94,1.0,1.694,16.3,1.694,0.0,17.0,0.0,100,8082,100.83,24.1
07/23/2022 09:00:00 AM,26.8,2.371,100.94,1.16,1.694,16.3,1.694,0.0,17.0,0.0,100,8082,100.83,25.0
07/23/2022 09:15:00 AM,27.1,2.335,100.92,1.25,1.698,16.3,1.698,0.0,17.0,0.0,100,8082,100.81,25.8
07/23/2022 09:30:00 AM,27.7,2.369,100.92,1.35,1.706,16.3,1.706,0.0,17.0,0.0,100,8083,100.81,26.4
07/23/2022 09:45:00 AM,28.4,2.382,100.91,1.49,1.698,16.3,1.698,0.0,17.0,0.0,100,8083,100.81,27.2
07/23/2022 10:00:00 AM,28.8,2.375,100.9,1.59,1.694,16.3,1.694,0.0,17.0,0.0,100,8083,100.79,27.9
07/23/2022 10:15:00 AM,29.3,2.372,100.89,1.7,1.698,16.3,1.698,0.0,17.0,0.0,100,8083,100.77,28.6
07/23/2022 10:30:00 AM,29.8,2.362,100.87,1.84,1.702,16.3,1.702,0.0,17.1,0.0,100,8085,100.75,29.2
07/23/2022 10:45:00 AM,30.4,2.373,100.87,1.97,1.71,16.3,1.71,0.0,17.1,0.0,100,8092,100.75,30.0
07/23/2022 11:00:00 AM,31.0,2.359,100.88,2.14,1.702,16.3,1.702,0.0,17.1,0.0,100,8108,100.76,31.4
07/23/2022 11:15:00 AM,31.4,2.39,100.87,2.19,1.714,16.3,1.714,0.0,17.1,0.0,100,8128,100.74,32.9
07/23/2022 11:30:00 AM,31.6,2.368,100.86,2.29,1.71,16.4,1.71,0.0,17.1,0.0,100,8141,100.74,34.1
07/23/2022 11:45:00 AM,32.2,2.386,100.87,2.42,1.71,16.4,1.71,0.0,17.1,0.0,100,8154,100.75,35.0
07/23/2022 12:00:00 PM,32.9,2.344,100.87,2.65,1.71,16.4,1.71,0.0,17.1,0.0,100,8168,100.75,35.9
07/23/2022 12:15:00 PM,33.4,2.357,100.87,2.79,1.706,16.4,1.706,0.0,17.2,0.0,100,8178,100.74,36.8
07/23/2022 12:30:00 PM,33.7,2.306,100.85,2.92,1.706,16.4,1.706,0.0,17.2,0.0,100,8185,100.73,37.6
07/23/2022 12:45:00 PM,33.2,2.294,100.86,2.81,1.702,16.4,1.702,0.0,17.2,0.0,100,8187,100.73,37.9
07/23/2022 01:00:00 PM,32.9,2.311,100.85,2.7,1.714,16.4,1.714,0.0,17.2,0.0,100,8189,100.73,37.5
07/23/2022 01:15:00 PM,33.3,2.289,100.83,2.83,1.71,16.4,1.71,0.0,17.2,0.0,100,8194,100.7,37.6
07/23/2022 01:30:00 PM,33.9,2.297,100.8,3.0,1.71,16.4,1.71,0.0,17.2,0.0,100,8200,100.68,38.1
07/23/2022 01:45:00 PM,34.2,2.246,100.8,3.12,1.718,16.4,1.718,0.0,17.2,0.0,100,8200,100.68,38.4
07/23/2022 02:00:00 PM,34.4,2.243,100.78,3.2,1.722,16.4,1.722,0.0,17.2,0.0,100,8199,100.66,38.8
07/23/2022 02:15:00 PM,33.6,2.267,100.77,2.93,1.71,16.4,1.71,0.0,17.2,0.0,100,8200,100.65,38.2
07/23/2022 02:30:00 PM,34.4,2.245,100.77,3.19,1.718,16.4,1.718,0.0,17.2,0.0,100,8197,100.64,38.7
07/23/2022 02:45:00 PM,33.2,2.229,100.76,2.87,1.714,16.4,1.714,0.0,17.2,0.0,100,8200,100.63,37.9
07/23/2022 03:00:00 PM,35.3,2.272,100.76,3.46,1.714,16.4,1.714,0.0,17.2,0.0,100,8200,100.64,39.0
07/23/2022 03:15:00 PM,34.2,2.19,100.76,3.17,1.714,16.5,1.714,0.0,17.2,0.0,100,8200,100.64,39.0
07/23/2022 03:30:00 PM,33.9,2.228,100.75,3.07,1.718,16.5,1.718,0.0,17.2,0.0,100,8197,100.63,38.4
07/23/2022 03:45:00 PM,34.2,2.217,100.74,3.18,1.718,16.5,1.718,0.0,17.2,0.0,100,8194,100.61,38.3
07/23/2022 04:00:00 PM,34.0,2.139,100.75,3.17,1.726,16.5,1.726,0.0,17.2,0.0,100,8196,100.63,38.0
07/23/2022 04:15:00 PM,34.5,2.23,100.75,3.24,1.722,16.5,1.722,0.0,17.2,0.0,100,8198,100.63,38.2
07/23/2022 04:30:00 PM,35.4,2.183,100.74,3.57,1.726,16.5,1.726,0.0,17.2,0.0,100,8196,100.63,39.3
07/23/2022 04:45:00 PM,34.4,2.154,100.75,3.28,1.726,16.5,1.726,0.0,17.2,0.0,100,8193,100.63,39.4
07/23/2022 05:00:00 PM,34.8,2.095,100.74,3.47,1.722,16.5,1.722,0.0,17.2,0.0,100,8191,100.63,39.1
07/23/2022 05:15:00 PM,35.9,2.087,100.74,3.82,1.722,16.5,1.722,0.0,17.2,0.0,100,8188,100.63,39.9
07/23/2022 05:30:00 PM,35.2,1.934,100.76,3.77,1.714,16.5,1.714,0.0,17.2,0.0,100,8185,100.65,40.2
07/23/2022 05:45:00 PM,33.9,1.924,100.77,3.37,1.714,16.6,1.714,0.0,17.2,0.0,100,8181,100.65,39.0
07/23/2022 06:00:00 PM,34.7,1.999,100.79,3.54,1.706,16.6,1.706,0.0,17.2,0.0,100,8177,100.67,39.0
07/23/2022 06:15:00 PM,34.2,1.985,100.79,3.41,1.71,16.6,1.71,0.0,17.2,0.0,100,8171,100.67,39.2
07/23/2022 06:30:00 PM,33.8,1.988,100.77,3.28,1.71,16.6,1.71,0.0,17.2,0.0,100,8168,100.65,38.4
07/23/2022 06:45:00 PM,33.5,1.992,100.78,3.17,1.706,16.6,1.706,0.0,17.2,0.0,100,8162,100.66,37.8
07/23/2022 07:00:00 PM,33.6,2.02,100.78,3.17,1.71,16.6,1.71,0.0,17.2,0.0,100,8156,100.66,37.5
07/23/2022 07:15:00 PM,33.5,2.089,100.78,3.08,1.718,16.6,1.718,0.0,17.3,0.0,100,8153,100.66,37.0
07/23/2022 07:30:00 PM,33.6,2.226,100.77,2.99,1.71,16.6,1.71,0.0,17.3,0.0,100,8147,100.65,36.5
07/23/2022 07:45:00 PM,31.3,2.326,100.77,2.25,1.71,16.6,1.71,0.0,17.3,0.0,100,8140,100.63,34.4
07/23/2022 08:00:00 PM,29.2,2.243,100.76,1.82,1.71,16.6,1.71,0.0,17.3,0.0,100,8142,100.62,32.2
07/23/2022 08:15:00 PM,27.8,2.244,100.78,1.49,1.71,16.6,1.71,0.0,17.3,0.0,100,8135,100.64,30.4
07/23/2022 08:30:00 PM,26.8,2.185,100.78,1.34,1.706,16.6,1.706,0.0,17.3,0.0,100,8131,100.65,28.9
07/23/2022 08:45:00 PM,25.9,2.178,100.81,1.16,1.718,16.6,1.718,0.0,17.3,0.0,100,8128,100.67,27.7
07/23/2022 09:00:00 PM,24.9,2.161,100.83,0.98,1.718,16.6,1.718,0.0,17.3,0.0,100,8124,100.7,26.5
07/23/2022 09:15:00 PM,23.9,2.147,100.84,0.82,1.71,16.6,1.71,0.0,17.3,0.0,100,8124,100.71,25.4
07/23/2022 09:30:00 PM,23.1,2.116,100.86,0.72,1.714,16.6,1.714,0.0,17.3,0.0,100,8121,100.72,24.5
07/23/2022 09:45:00 PM,22.8,2.105,100.87,0.67,1.71,16.6,1.71,0.0,17.2,0.0,100,8119,100.74,23.8
07/23/2022 10:00:00 PM,22.8,2.146,100.88,0.62,1.714,16.6,1.714,0.0,17.2,0.0,100,8119,100.75,23.4
07/23/2022 10:15:00 PM,22.5,2.138,100.88,0.59,1.714,16.6,1.714,0.0,17.2,0.0,100,8115,100.75,23.1
07/23/2022 10:30:00 PM,22.2,2.139,100.9,0.54,1.718,16.6,1.718,0.0,17.2,0.0,100,8119,100.77,22.7
07/23/2022 10:45:00 PM,22.3,2.102,100.89,0.59,1.706,16.5,1.706,0.0,17.2,0.0,100,8114,100.77,22.4
07/23/2022 11:00:00 PM,22.1,2.081,100.89,0.58,1.718,16.5,1.718,0.0,17.2,0.0,100,8115,100.76,22.2
07/23/2022 11:15:00 PM,22.0,2.056,100.89,0.59,1.722,16.5,1.722,0.0,17.2,0.0,100,8114,100.76,21.8
07/23/2022 11:30:00 PM,21.7,2.056,100.89,0.54,1.726,16.5,1.726,0.0,17.2,0.0,100,8112,100.77,21.5
07/23/2022 11:45:00 PM,22.0,2.045,100.89,0.59,1.722,16.5,1.722,0.0,17.2,0.0,100,8112,100.77,21.3
07/24/2022 12:00:00 AM,22.0,2.038,100.88,0.6,1.726,16.5,1.726,0.0,17.2,0.0,100,8109,100.77,21.1
07/24/2022 12:15:00 AM,21.6,2.045,100.88,0.54,1.726,16.5,1.726,0.0,17.2,0.0,100,8105,100.76,21.0
07/24/2022 12:30:00 AM,21.0,2.024,100.88,0.46,1.726,16.5,1.726,0.0,17.2,0.0,100,8106,100.76,20.7
07/24/2022 12:45:00 AM,20.8,2.015,100.88,0.43,1.722,16.5,1.722,0.0,17.2,0.0,100,8106,100.76,20.4
07/24/2022 01:00:00 AM,20.9,2.007,100.87,0.46,1.722,16.5,1.722,0.0,17.2,0.0,100,8104,100.76,20.3
07/24/2022 01:15:00 AM,20.9,2.009,100.87,0.46,1.726,16.5,1.726,0.0,17.2,0.0,100,8102,100.75,20.2
07/24/2022 01:30:00 AM,20.7,1.993,100.87,0.44,1.726,16.5,1.726,0.0,17.2,0.0,100,8105,100.76,20.0
07/24/2022 01:45:00 AM,20.0,1.967,100.88,0.38,1.726,16.5,1.726,0.0,17.2,0.0,100,8104,100.76,19.8
07/24/2022 02:00:00 AM,19.3,1.948,100.88,0.29,1.726,16.5,1.726,0.0,17.2,0.0,100,8105,100.76,19.4
07/24/2022 02:15:00 AM,18.8,1.919,100.9,0.25,1.726,16.5,1.726,0.0,17.2,0.0,100,8101,100.78,19.1
07/24/2022 02:30:00 AM,18.6,1.92,100.92,0.23,1.726,16.5,1.726,0.0,17.2,0.0,100,8102,100.79,18.8
07/24/2022 02:45:00 AM,18.3,1.887,100.91,0.21,1.726,16.5,1.726,0.0,17.2,0.0,100,8102,100.79,18.5
07/24/2022 03:00:00 AM,18.1,1.897,100.92,0.18,1.722,16.5,1.722,0.0,17.2,0.0,100,8098,100.8,18.2
07/24/2022 03:15:00 AM,17.9,1.875,100.91,0.17,1.726,16.5,1.726,0.0,17.1,0.0,100,8099,100.79,18.0
07/24/2022 03:30:00 AM,18.0,1.938,100.9,0.12,1.726,16.5,1.726,0.0,17.1,0.0,100,8098,100.78,17.9
07/24/2022 03:45:00 AM,18.5,1.99,100.89,0.14,1.726,16.5,1.726,0.0,17.1,0.0,100,8098,100.78,18.0
07/24/2022 04:00:00 AM,19.0,1.989,100.88,0.2,1.722,16.5,1.722,0.0,17.1,0.0,100,8098,100.77,18.1
07/24/2022 04:15:00 AM,19.2,1.986,100.86,0.23,1.722,16.5,1.722,0.0,17.1,0.0,100,8097,100.75,18.2
07/24/2022 04:30:00 AM,19.1,1.976,100.86,0.24,1.722,16.5,1.722,0.0,17.1,0.0,100,8097,100.75,18.2
07/24/2022 04:45:00 AM,19.2,1.976,100.84,0.24,1.722,16.5,1.722,0.0,17.1,0.0,100,8096,100.73,18.2
07/24/2022 05:00:00 AM,19.2,1.967,100.82,0.26,1.726,16.5,1.726,0.0,17.1,0.0,100,8096,100.71,18.2
07/24/2022 05:15:00 AM,19.0,1.957,100.81,0.24,1.722,16.5,1.722,0.0,17.1,0.0,100,8096,100.7,18.2
07/24/2022 05:30:00 AM,18.8,1.945,100.83,0.23,1.73,16.5,1.73,0.0,17.1,0.0,100,8094,100.72,18.2
07/24/2022 05:45:00 AM,18.5,1.926,100.83,0.2,1.726,16.5,1.726,0.0,17.1,0.0,100,8095,100.72,18.1
07/24/2022 06:00:00 AM,18.4,1.929,100.83,0.19,1.722,16.5,1.722,0.0,17.1,0.0,100,8093,100.72,18.0
07/24/2022 06:15:00 AM,18.6,1.955,100.84,0.18,1.722,16.5,1.722,0.0,17.1,0.0,100,8093,100.73,18.1
07/24/2022 06:30:00 AM,19.0,2.015,100.81,0.18,1.722,16.5,1.722,0.0,17.1,0.0,100,8093,100.71,18.4
07/24/2022 06:45:00 AM,19.8,2.091,100.8,0.21,1.726,16.5,1.726,0.0,17.1,0.0,100,8094,100.69,18.8
07/24/2022 07:00:00 AM,21.2,2.114,100.82,0.4,1.726,16.5,1.726,0.0,17.1,0.0,100,8094,100.72,19.6
07/24/2022 07:15:00 AM,22.8,2.176,100.82,0.59,1.718,16.5,1.718,0.0,17.1,0.0,100,8093,100.73,20.6
07/24/2022 07:30:00 AM,24.0,2.247,100.84,0.73,1.718,16.4,1.718,0.0,17.1,0.0,100,8097,100.74,21.6
07/24/2022 07:45:00 AM,24.5,2.198,100.84,0.88,1.722,16.4,1.722,0.0,17.1,0.0,100,8095,100.74,22.7
07/24/2022 08:00:00 AM,24.6,2.221,100.88,0.86,1.722,16.4,1.722,0.0,17.1,0.0,100,8098,100.77,23.4
07/24/2022 08:15:00 AM,25.0,2.24,100.91,0.92,1.726,16.4,1.726,0.0,17.1,0.0,100,8098,100.8,24.1
07/24/2022 08:30:00 AM,25.7,2.276,100.92,1.02,1.718,16.4,1.718,0.0,17.1,0.0,100,8101,100.81,24.9
07/24/2022 08:45:00 AM,25.0,2.211,100.92,0.96,1.718,16.4,1.718,0.0,17.1,0.0,100,8102,100.81,25.2
07/24/2022 09:00:00 AM,24.7,2.238,100.93,0.87,1.722,16.4,1.722,0.0,17.1,0.0,100,8102,100.81,25.2
07/24/2022 09:15:00 AM,25.2,2.326,100.9,0.89,1.718,16.4,1.718,0.0,17.2,0.0,100,8101,100.78,25.4
07/24/2022 09:30:00 AM,26.4,2.304,100.88,1.14,1.722,16.4,1.722,0.0,17.2,0.0,100,8103,100.77,26.0
07/24/2022 09:45:00 AM,28.3,2.35,100.86,1.49,1.722,16.4,1.722,0.0,17.2,0.0,100,8105,100.75,27.0
07/24/2022 10:00:00 AM,29.2,2.334,100.84,1.72,1.726,16.4,1.726,0.0,17.2,0.0,100,8105,100.73,28.0
07/24/2022 10:15:00 AM,29.8,2.343,100.81,1.86,1.726,16.4,1.726,0.0,17.2,0.0,100,8105,100.7,29.0
07/24/2022 10:30:00 AM,30.6,2.345,100.79,2.04,1.718,16.4,1.718,0.0,17.2,0.0,100,8106,100.67,29.8
07/24/2022 10:45:00 AM,31.5,2.359,100.76,2.27,1.722,16.4,1.722,0.0,17.2,0.0,100,8115,100.64,30.9
07/24/2022 11:00:00 AM,31.9,2.387,100.75,2.35,1.73,16.4,1.73,0.0,17.2,0.0,100,8129,100.63,32.6
07/24/2022 11:15:00 AM,31.8,2.392,100.72,2.31,1.718,16.4,1.718,0.0,17.2,0.0,100,8140,100.6,33.8
07/24/2022 11:30:00 AM,31.9,2.418,100.7,2.3,1.722,16.5,1.722,0.0,17.2,0.0,100,8148,100.58,34.6
07/24/2022 11:45:00 AM,32.8,2.451,100.64,2.54,1.722,16.5,1.722,0.0,17.2,0.0,100,8162,100.52,35.4
07/24/2022 12:00:00 PM,32.5,2.447,100.64,2.45,1.734,16.5,1.734,0.0,17.3,0.0,100,8168,100.51,35.9
07/24/2022 12:15:00 PM,32.8,2.44,100.63,2.52,1.73,16.5,1.73,0.0,17.3,0.0,100,8178,100.51,36.2
07/24/2022 12:30:00 PM,33.0,2.425,100.64,2.61,1.73,16.5,1.73,0.0,17.3,0.0,100,8179,100.52,36.6
07/24/2022 12:45:00 PM,33.0,2.408,100.63,2.61,1.734,16.5,1.734,0.0,17.2,0.0,100,8192,100.5,36.6
07/24/2022 01:00:00 PM,34.2,2.366,100.61,3.0,1.734,16.5,1.734,0.0,17.2,0.0,100,8197,100.48,37.6
07/24/2022 01:15:00 PM,33.9,2.327,100.58,2.95,1.734,16.5,1.734,0.0,17.2,0.0,100,8204,100.46,38.1
07/24/2022 01:30:00 PM,33.2,2.341,100.57,2.76,1.734,16.5,1.734,0.0,17.2,0.0,100,8205,100.45,38.1
07/24/2022 01:45:00 PM,33.9,2.306,100.54,2.99,1.734,16.5,1.734,0.0,17.2,0.0,100,8213,100.42,38.2
07/24/2022 02:00:00 PM,33.3,2.208,100.52,2.9,1.738,16.5,1.738,0.0,17.2,0.0,100,8214,100.4,38.2
07/24/2022 02:15:00 PM,33.9,2.257,100.49,3.04,1.734,16.5,1.734,0.0,17.2,0.0,100,8215,100.37,38.3
07/24/2022 02:30:00 PM,33.6,2.184,100.48,3.03,1.734,16.5,1.734,0.0,17.2,0.0,100,8211,100.36,38.3
07/24/2022 02:45:00 PM,32.0,2.171,100.48,2.57,1.734,16.5,1.734,0.0,17.2,0.0,100,8206,100.36,37.1
07/24/2022 03:00:00 PM,31.0,2.178,100.48,2.33,1.734,16.5,1.734,0.0,17.2,0.0,100,8197,100.36,35.5
07/24/2022 03:15:00 PM,30.9,2.216,100.48,2.26,1.73,16.5,1.73,0.0,17.2,0.0,100,8196,100.35,34.4
07/24/2022 03:30:00 PM,30.6,2.219,100.48,2.17,1.734,16.5,1.734,0.0,17.2,0.0,100,8189,100.35,33.8
07/24/2022 03:45:00 PM,29.9,2.16,100.47,2.05,1.734,16.5,1.734,0.0,17.2,0.0,100,8184,100.33,32.7
07/24/2022 04:00:00 PM,29.6,2.188,100.46,1.96,1.734,16.5,1.734,0.0,17.2,0.0,100,8178,100.33,32.0
07/24/2022 04:15:00 PM,29.7,2.219,100.45,1.95,1.734,16.5,1.734,0.0,17.2,0.0,100,8179,100.32,31.5
07/24/2022 04:30:00 PM,30.0,2.271,100.45,1.98,1.734,16.5,1.734,0.0,17.2,0.0,100,8177,100.32,31.5
07/24/2022 04:45:00 PM,30.1,2.289,100.44,1.98,1.734,16.5,1.734,0.0,17.2,0.0,100,8178,100.31,31.5
07/24/2022 05:00:00 PM,30.6,2.31,100.44,2.07,1.738,16.5,1.738,0.0,17.2,0.0,100,8179,100.31,31.7
07/24/2022 05:15:00 PM,30.2,2.285,100.43,2.01,1.738,16.5,1.738,0.0,17.2,0.0,100,8178,100.3,31.8
07/24/2022 05:30:00 PM,29.9,2.307,100.4,1.9,1.734,16.5,1.734,0.0,17.2,0.0,100,8174,100.27,31.5
07/24/2022 05:45:00 PM,29.6,2.284,100.36,1.85,1.73,16.5,1.73,0.0,17.2,0.0,100,8172,100.23,31.1
07/24/2022 06:00:00 PM,29.0,2.25,100.37,1.77,1.738,16.5,1.738,0.0,17.2,0.0,100,8167,100.24,30.5
07/24/2022 06:15:00 PM,28.8,2.271,100.38,1.69,1.738,16.5,1.738,0.0,17.2,0.0,100,8162,100.25,29.9
07/24/2022 06:30:00 PM,28.8,2.274,100.38,1.69,1.73,16.6,1.73,0.0,17.2,0.0,100,8162,100.26,29.6
07/24/2022 06:45:00 PM,28.9,2.322,100.37,1.66,1.726,16.6,1.726,0.0,17.2,0.0,100,8161,100.24,29.5
07/24/2022 07:00:00 PM,28.8,2.318,100.37,1.63,1.73,16.6,1.73,0.0,17.2,0.0,100,8158,100.24,29.3
07/24/2022 07:15:00 PM,28.6,2.296,100.36,1.61,1.73,16.6,1.73,0.0,17.2,0.0,100,8156,100.23,29.0
07/24/2022 07:30:00 PM,28.8,2.298,100.34,1.66,1.734,16.6,1.734,0.0,17.2,0.0,100,8150,100.21,29.0
07/24/2022 07:45:00 PM,29.2,2.304,100.35,1.74,1.722,16.6,1.722,0.0,17.3,0.0,100,8150,100.22,29.4
07/24/2022 08:00:00 PM,28.5,2.293,100.35,1.61,1.734,16.6,1.734,0.0,17.3,0.0,100,8150,100.22,29.1
07/24/2022 08:15:00 PM,27.9,2.27,100.35,1.5,1.73,16.6,1.73,0.0,17.3,0.0,100,8148,100.22,28.5
07/24/2022 08:30:00 PM,28.2,2.235,100.35,1.59,1.73,16.6,1.73,0.0,17.3,0.0,100,8143,100.22,28.1
07/24/2022 08:45:00 PM,28.5,2.153,100.35,1.74,1.734,16.6,1.734,0.0,17.3,0.0,100,8143,100.22,28.1
07/24/2022 09:00:00 PM,27.8,2.156,100.39,1.57,1.73,16.6,1.73,0.0,17.2,0.0,100,8140,100.26,27.8
07/24/2022 09:15:00 PM,26.9,2.218,100.43,1.32,1.734,16.6,1.734,0.0,17.2,0.0,100,8137,100.3,27.3
07/24/2022 09:30:00 PM,26.3,2.268,100.46,1.16,1.722,16.6,1.722,0.0,17.2,0.0,100,8137,100.33,26.8
07/24/2022 09:45:00 PM,26.0,2.298,100.47,1.06,1.726,16.6,1.726,0.0,17.2,0.0,100,8134,100.34,26.3
07/24/2022 10:00:00 PM,25.4,2.31,100.46,0.93,1.73,16.7,1.73,0.0,17.3,0.0,100,8134,100.33,25.8
07/24/2022 10:15:00 PM,24.9,2.317,100.45,0.83,1.722,16.7,1.722,0.0,17.3,0.0,100,8133,100.32,25.3
07/24/2022 10:30:00 PM,24.6,2.314,100.45,0.78,1.726,16.7,1.726,0.0,17.3,0.0,100,8131,100.32,25.0
07/24/2022 10:45:00 PM,24.5,2.316,100.44,0.75,1.726,16.7,1.726,0.0,17.3,0.0,100,8127,100.31,24.6
07/24/2022 11:00:00 PM,24.6,2.305,100.42,0.79,1.722,16.7,1.722,0.0,17.3,0.0,100,8128,100.29,24.5
07/24/2022 11:15:00 PM,24.6,2.302,100.39,0.79,1.73,16.7,1.73,0.0,17.3,0.0,100,8126,100.26,24.4
07/24/2022 11:30:00 PM,24.6,2.309,100.36,0.79,1.726,16.7,1.726,0.0,17.3,0.0,100,8124,100.23,24.2
07/24/2022 11:45:00 PM,24.7,2.274,100.32,0.84,1.722,16.7,1.722,0.0,17.3,0.0,100,8123,100.2,24.2
07/25/2022 12:00:00 AM,24.5,2.217,100.32,0.86,1.734,16.6,1.734,0.0,17.3,0.0,100,8123,100.19,24.1
07/25/2022 12:15:00 AM,24.4,2.201,100.33,0.86,1.734,16.6,1.734,0.0,17.3,0.0,100,8093,100.21,24.2
07/25/2022 12:30:00 AM,23.5,2.279,100.38,0.62,1.726,16.6,1.726,0.0,17.3,0.0,100,8110,100.26,23.9
07/25/2022 12:45:00 AM,22.8,2.292,100.4,0.48,1.726,16.6,1.726,0.0,17.3,0.0,100,8108,100.27,23.2
07/25/2022 01:00:00 AM,22.3,2.32,100.38,0.37,1.73,16.6,1.73,0.0,17.2,0.0,100,8109,100.25,22.7
07/25/2022 01:15:00 AM,21.8,2.322,100.38,0.28,1.73,16.6,1.73,0.0,17.2,0.0,100,8108,100.25,22.2
07/25/2022 01:30:00 AM,21.8,2.33,100.42,0.27,1.726,16.6,1.726,0.0,17.2,0.0,100,8108,100.3,22.0
07/25/2022 01:45:00 AM,21.6,2.317,100.43,0.26,1.734,16.6,1.734,0.0,17.2,0.0,100,8108,100.3,21.8
07/25/2022 02:00:00 AM,21.6,2.304,100.41,0.27,1.73,16.6,1.73,0.0,17.2,0.0,100,8105,100.29,21.6
07/25/2022 02:15:00 AM,21.4,2.307,100.4,0.25,1.73,16.6,1.73,0.0,17.2,0.0,100,8106,100.28,21.5
07/25/2022 02:30:00 AM,21.2,2.317,100.39,0.2,1.726,16.6,1.726,0.0,17.2,0.0,100,8105,100.27,21.3
07/25/2022 02:45:00 AM,21.0,2.326,100.34,0.16,1.726,16.6,1.726,0.0,17.2,0.0,100,8102,100.23,21.1
07/25/2022 03:00:00 AM,20.9,2.334,100.36,0.14,1.714,16.6,1.714,0.0,17.2,0.0,100,8104,100.24,21.0
07/25/2022 03:15:00 AM,20.9,2.343,100.33,0.13,1.722,16.6,1.722,0.0,17.2,0.0,100,8100,100.22,21.0
07/25/2022 03:30:00 AM,20.8,2.341,100.29,0.12,1.73,16.6,1.73,0.0,17.2,0.0,100,8102,100.18,20.9
07/25/2022 03:45:00 AM,20.8,2.348,100.33,0.11,1.726,16.6,1.726,0.0,17.2,0.0,100,8103,100.22,20.8
07/25/2022 04:00:00 AM,20.8,2.354,100.32,0.1,1.73,16.6,1.73,0.0,17.2,0.0,100,8099,100.21,20.8
07/25/2022 04:15:00 AM,20.7,2.351,100.39,0.09,1.726,16.6,1.726,0.0,17.3,0.0,100,8102,100.28,20.8
07/25/2022 04:30:00 AM,20.6,2.34,100.33,0.09,1.734,16.6,1.734,0.0,17.3,0.0,100,8097,100.21,20.8
07/25/2022 04:45:00 AM,20.5,2.337,100.34,0.08,1.718,16.6,1.718,0.0,17.3,0.0,100,8096,100.23,20.7
07/25/2022 05:00:00 AM,20.4,2.329,100.33,0.07,1.73,16.6,1.73,0.0,17.3,0.0,100,8097,100.22,20.6
07/25/2022 05:15:00 AM,20.4,2.334,100.34,0.07,1.726,16.4,1.726,0.0,17.3,0.0,100,8096,100.22,20.6
07/25/2022 05:30:00 AM,20.4,2.333,100.37,0.07,1.734,16.4,1.734,0.0,17.3,0.0,100,8095,100.26,20.6
07/25/2022 05:45:00 AM,20.4,2.33,100.31,0.07,1.73,16.4,1.73,0.0,17.3,0.0,100,8095,100.2,20.5
07/25/2022 06:00:00 AM,20.4,2.326,100.29,0.07,1.734,16.4,1.734,0.0,17.3,0.0,100,8093,100.18,20.4
07/25/2022 06:15:00 AM,20.5,2.341,100.26,0.07,1.742,16.4,1.742,0.0,17.3,0.0,100,8094,100.15,20.5
